#{"t_start": 1620850217.2915022, "env_id": "JSBSim-v2"}
r,l,t
-1.610955,81,6.184544
-2.343979,39,9.596445
-0.921214,31,12.500667
-2.329459,71,18.123562
-2.22466,93,24.931511
-1.678277,73,30.654032
-1.475434,77,36.707245
-2.002262,87,43.483671
-2.740306,57,48.281707
-2.838875,79,54.228623
-0.966453,31,57.124361
-1.911895,85,63.36502
-2.0894,83,69.445273
-1.802097,94,76.296315
