#{"t_start": 1621537869.3431242, "env_id": "JSBSim-v2"}
r,l,t
9.999097,5,1.098117
-3.073288,63,5.745718
-2.959398,48,9.431956
-2.37488,48,13.136905
-0.414967,40,16.319077
-2.114758,63,20.782398
-0.927058,87,26.696266
-0.838604,53,30.736556
-1.838519,79,36.138206
-1.480006,110,43.181484
-0.932931,39,46.455577
-1.08277,61,50.780378
-3.395681,82,56.202901
-0.798144,73,61.277932
-2.50405,100,67.816536
-2.048684,36,70.908876
