#{"t_start": 1621460375.8371346, "env_id": "JSBSim-v2"}
r,l,t
-2.166246,61,7.127827
-2.544759,76,11.962418
-1.412567,34,14.465647
-0.748654,96,20.161394
-3.174223,82,25.159518
-1.257247,76,29.932742
-1.495275,57,33.781568
-1.897776,37,36.546777
-2.450297,74,41.208306
-2.353304,52,44.828302
-2.200408,77,49.829603
-2.508184,54,53.511724
-2.027566,84,58.641831
-0.664936,55,62.37111
-2.674535,81,67.424675
