#{"t_start": 1621538169.4181266, "env_id": "JSBSim-v2"}
r,l,t
9.988868,20,2.060403
9.992559,23,4.205723
-0.324942,48,7.861455
-2.148178,33,10.427612
-1.437624,45,13.807027
