#{"t_start": 1618866105.2109747, "env_id": "JSBSim-v0"}
r,l,t
9.765843,63,1079.228333
-1.71406,110,1087.350922
-2.585183,110,1094.219402
9.572394,114,1102.70285
-4.202117,148,1113.163084
-1.109781,102,1121.004789
-5.272667,154,1131.7838
9.950254,49,1135.816662
-6.692335,170,1148.884788
9.256723,167,1160.197634
-6.013287,141,1171.353646
-4.596575,117,1178.513761
-3.549876,144,1189.828654
-3.899152,174,1201.713228
9.989212,6,1203.310899
9.977068,35,1205.117297
-8.371481,119,1213.705981
-6.119899,149,1224.067754
-1.76506,160,1236.27165
-2.27666,113,1244.570474
-11.377969,208,1259.626527
9.797705,74,1292.691345
-2.092953,93,1298.85743
-10.44696,189,1312.90696
-3.077798,150,1324.725632
-3.172933,119,1333.75569
-1.102066,138,1343.843844
-10.930576,188,1358.005018
9.954492,12,1358.702826
-2.493154,84,1364.441157
-5.764019,142,1374.66873
-1.42157,116,1383.440136
-0.877466,93,1390.945098
-1.743923,106,1397.615135
9.698961,86,1404.612314
-1.698104,92,1410.581282
-1.945487,109,1418.562328
-4.462146,109,1425.302464
9.983456,17,1427.470127
9.99203,34,1429.207392
9.981836,46,1432.998113
-2.225454,105,1440.816441
-1.689015,89,1446.553879
-8.389387,143,1456.552066
-2.092923,96,1463.782898
9.981028,19,1464.744946
-2.131759,140,1474.438391
-5.815299,151,1486.186655
-8.412446,177,1498.216967
-2.091659,179,1511.458635
-1.145637,105,1519.223617
-1.838766,150,1529.594266
-3.905405,141,1539.442983
9.871784,59,1543.822678
-3.652068,158,1555.942988
-4.440978,142,1565.768878
-2.876235,114,1574.148615
-3.381359,139,1583.874279
9.98087,35,1585.668125
-2.734523,93,1592.986164
-2.866174,113,1601.247192
-4.019548,161,1612.128131
-2.096406,120,1620.88647
9.986909,24,1622.108152
-3.205785,86,1628.862664
9.798787,50,1632.787998
-2.655482,133,1642.228325
-4.972601,160,1653.276538
-4.612534,112,1661.92224
-3.92086,180,1675.669126
-1.9195,97,1681.906611
9.939645,28,1684.641845
-2.806334,180,1696.879428
9.956401,29,1699.640795
-2.611115,187,1713.41943
9.703631,103,1719.81192
-2.770249,135,1730.56982
-1.623157,156,1741.423531
-3.602376,172,1754.485365
-3.299248,176,1766.605221
-5.244091,158,1779.453179
-8.086752,167,1791.00863
-1.294568,148,1802.647769
-3.802275,89,1808.444604
-5.702503,142,1818.525143
9.560571,112,1827.009599
-5.92476,181,1840.863078
-1.098121,173,1854.316033
9.836924,58,1858.729928
9.981668,49,1861.435173
9.989497,26,1864.075443
9.972873,19,1865.07068
-1.520777,162,1877.712207
-7.295112,176,1889.837602
-2.203284,119,1898.579172
9.994695,17,1899.492033
-1.565705,99,1907.002722
-1.659867,112,1915.134452
-1.540877,129,1924.324526
-4.527361,120,1932.841892
-4.605649,180,1944.862417
9.714399,70,1951.048662
-2.364693,122,1958.490298
-3.142293,134,1969.172985
-2.246774,110,1975.893691
-2.164634,152,1987.971125
-1.814468,177,2000.056803
-1.79272,125,2009.152985
9.765088,85,2044.293798
-2.069993,159,2055.298601
9.998357,3,2055.42419
-1.953184,128,2064.645462
-2.615341,159,2076.846984
-3.890348,100,2083.186308
-8.970699,196,2097.700102
9.738701,70,2102.644941
9.949712,47,2106.526853
-1.654776,170,2119.500701
9.332026,158,2130.403939
-2.653543,114,2138.74277
-3.563648,130,2147.991767
-1.191974,108,2156.051893
-1.617912,137,2165.781508
-1.869789,173,2178.945573
-3.653344,153,2189.543285
9.74448,91,2195.440299
-4.033537,177,2208.579151
-2.983971,146,2220.190678
-1.236886,117,2227.832825
-5.019493,168,2240.728925
-1.450875,138,2250.644706
9.613511,109,2258.733763
-2.079357,165,2270.203485
-1.372214,89,2277.388358
9.763127,75,2282.605076
-2.841627,130,2291.980195
-1.98619,136,2301.785303
-1.832522,164,2314.275381
9.981838,15,2315.071595
9.596707,89,2320.932521
10.0,1,2320.934502
-2.516528,105,2328.887017
9.973151,33,2330.648668
9.537298,116,2339.373793
-2.150478,153,2351.353433
-1.301062,111,2358.297111
-2.08426,161,2370.683288
-1.829664,148,2381.120074
9.987977,34,2384.223874
-2.087571,86,2389.996004
-2.636649,166,2403.10681
-2.367586,90,2409.11158
-3.905227,136,2418.78848
-2.944487,102,2426.476348
-1.786013,154,2437.33832
-2.160449,88,2444.412012
-1.621211,137,2454.158565
-1.577144,100,2460.44777
-0.978244,97,2467.996802
-1.85927,110,2476.082884
-1.545875,174,2488.044368
-2.304534,106,2496.002986
-3.761526,190,2510.076463
9.66742,87,2515.835793
-1.264224,149,2527.582239
-4.823929,123,2536.519698
9.535306,127,2544.452132
-1.219626,171,2557.649765
-5.524332,127,2566.900584
9.953805,45,2570.61267
9.61347,89,2576.429197
9.791795,58,2580.758163
9.913215,46,2584.480069
9.908611,48,2588.459466
-1.725673,109,2595.399675
-3.295339,168,2608.365967
9.961193,17,2609.246006
9.918065,29,2612.027006
-2.405371,105,2618.654176
-2.336172,143,2630.086547
9.990824,4,2630.267988
-2.034647,130,2639.648704
-2.596886,132,2649.170301
-1.868148,155,2659.983964
9.995672,5,2660.247128
-3.613623,94,2667.373908
-1.341643,95,2673.501386
-1.562486,185,2687.316217
9.836853,64,2691.845038
-1.418979,130,2701.02555
-3.479451,157,2713.20276
9.985281,11,2713.850892
-2.559491,180,2727.315081
9.472125,136,2736.953877
-1.891516,135,2746.630108
-2.002208,127,2755.755017
9.999287,2,2755.843331
9.987618,13,2756.530781
9.532639,117,2765.03182
9.515172,144,2794.595717
-2.886336,145,2804.668558
-1.235597,102,2812.370635
-2.134028,115,2821.027791
9.99858,8,2821.41496
-2.243672,100,2827.721753
9.628574,84,2834.638599
9.480845,122,2843.516217
9.870979,56,2846.414623
9.973946,8,2848.136569
9.966425,21,2849.225956
9.921649,21,2850.29839
9.867103,63,2854.915658
-8.042337,117,2863.369067
-2.94338,126,2872.35906
-4.125309,125,2881.237295
-1.54977,108,2889.176793
9.96767,37,2891.128871
-3.176495,153,2903.168597
9.791473,74,2908.217374
-1.699084,136,2917.707947
-1.613468,128,2926.760339
-1.54527,135,2936.313137
-1.180354,91,2942.151582
9.86316,78,2948.669583
-1.575368,109,2955.512841
-2.720243,114,2963.84943
9.983027,44,2967.501405
-1.821809,99,2973.763204
-1.469864,147,2985.207023
9.718569,75,2990.437883
9.996144,9,2990.927033
-2.583013,141,3000.699135
-1.225653,177,3013.788932
-3.975454,153,3024.432133
9.420425,124,3033.47193
-1.490902,142,3044.619901
-1.658621,117,3051.772274
-1.01108,82,3058.442723
9.885054,52,3061.160335
-1.267411,133,3071.811267
9.521489,103,3078.162508
9.886711,33,3081.11979
9.969065,41,3083.197675
9.676212,89,3090.256771
-1.760039,148,3100.441258
-1.042618,130,3109.593871
-5.342328,186,3123.243981
9.946131,34,3124.977619
-0.767814,105,3132.725014
9.786018,54,3136.836246
-1.131752,89,3142.630948
-1.714939,108,3150.676811
-1.393627,120,3159.324193
9.948673,32,3160.947655
9.852665,58,3165.33829
-1.750491,164,3177.964176
-1.910035,165,3189.318165
-1.808422,121,3198.099794
-2.205443,106,3206.128848
9.9972,5,3206.371746
-3.031866,177,3219.373317
9.812658,77,3224.497058
9.886522,54,3228.586581
9.483098,119,3237.075885
9.736816,65,3241.845331
-1.547332,141,3251.919476
9.780571,66,3256.635698
9.944042,28,3258.024005
-1.228706,122,3266.783776
9.890529,58,3271.157507
9.652817,113,3279.858423
9.976698,23,3281.074569
-1.891295,94,3288.607585
9.982262,22,3289.813558
-0.689862,119,3298.580434
-3.067507,144,3308.526922
-0.912918,152,3320.355475
9.991442,20,3321.372453
9.904357,52,3325.427763
9.657591,91,3331.215347
9.817069,46,3334.997926
-2.004618,141,3344.976947
9.860689,39,3348.38756
-1.062834,118,3357.066869
9.848699,54,3359.945858
-1.731545,153,3372.0863
9.572218,110,3380.193398
9.903456,29,3381.726083
-1.834121,115,3390.111662
-1.498991,145,3400.476296
9.791755,77,3405.896697
9.976527,31,3408.878718
9.762595,78,3414.354755
9.977407,41,3417.989476
-0.882079,110,3425.196041
9.777342,71,3430.400203
9.700548,71,3436.874253
-4.570747,113,3444.155846
-2.148278,159,3456.428223
-1.4581,132,3465.818721
9.617864,99,3472.136042
9.938646,35,3475.4863
9.969142,20,3476.552372
-3.62238,150,3488.28941
-2.952123,133,3497.731753
9.551952,107,3505.207875
9.969689,27,3541.755531
9.736081,56,3546.077018
9.930929,45,3548.522054
9.756067,68,3553.247323
9.961695,38,3556.52885
9.771011,68,3561.324042
9.81686,69,3566.232756
-1.094162,174,3579.341496
9.870929,36,3581.191134
-2.490898,120,3589.819378
-1.069158,102,3597.469531
9.953518,41,3600.981113
-2.719769,112,3608.021622
-1.678027,99,3615.60138
9.910945,41,3617.725429
-1.392282,101,3625.371321
9.935,41,3628.894833
9.916193,27,3630.22468
-1.588057,142,3640.569953
9.962818,29,3643.383843
9.816411,60,3647.840778
9.846336,56,3652.103249
9.8868,58,3656.521151
9.98715,15,3657.320008
9.948356,20,3658.360942
9.633152,114,3666.810067
-2.161484,160,3677.603545
9.667097,84,3684.378996
9.941035,59,3688.688867
9.859608,62,3693.176233
-1.381052,105,3699.607587
9.912547,45,3703.27659
9.987352,28,3704.655874
9.937111,21,3707.030015
9.991701,5,3707.28542
9.677032,90,3713.020928
9.813536,49,3716.890596
9.968877,19,3717.844405
9.969524,26,3720.496756
-2.074614,141,3730.28757
-1.193334,107,3736.858284
9.981228,14,3738.896724
9.96859,42,3741.059088
9.968209,24,3743.574206
9.965682,18,3744.487261
-1.144085,149,3754.706887
-1.560311,106,3762.516421
-3.592747,138,3772.130764
9.876297,56,3776.339739
9.940098,32,3779.205438
9.748231,95,3785.185914
9.948092,44,3788.73622
9.609891,87,3794.319275
9.458819,139,3804.070177
9.799189,70,3809.100224
9.934759,19,3811.3982
9.708589,75,3816.63195
9.869957,67,3821.43349
10.0,1,3821.435467
9.748011,75,3826.516765
-1.855826,108,3834.427288
9.703981,81,3839.773382
-1.292318,104,3847.462211
-1.87807,136,3856.887605
9.990047,22,3857.992563
-1.378495,127,3866.96263
-2.70651,148,3877.055205
9.965274,34,3880.102535
9.945338,33,3881.788337
-5.288284,164,3894.099951
-2.048828,104,3901.861023
9.729676,70,3906.716849
-1.066353,158,3917.410822
9.972343,15,3918.182875
9.960865,32,3921.085224
9.974215,45,3924.737169
9.764205,56,3927.658133
9.940652,46,3931.260138
9.947166,30,3934.076302
-1.923431,142,3943.910314
9.858505,59,3948.263767
9.87795,53,3952.329582
9.98446,34,3954.025921
9.861011,33,3957.002042
9.893963,72,3961.971005
9.945315,44,3964.253768
-1.338581,107,3972.134129
9.968011,43,3975.659378
-1.315805,173,3988.512828
9.993498,35,3990.318795
9.994114,9,3990.778658
9.984315,14,3991.538699
-2.172614,104,3999.272123
9.870426,30,4002.078537
9.588238,101,4008.294868
9.970649,40,4011.682235
9.971235,50,4015.619783
9.980535,15,4016.406523
9.865146,32,4017.990791
-1.878275,144,4029.255077
-4.356123,131,4038.419685
9.881584,55,4041.289172
-1.073743,157,4053.33428
9.760527,67,4058.048525
9.843214,41,4061.488793
9.952383,26,4062.780038
9.94003,54,4066.894338
9.565486,121,4075.568087
9.789939,63,4080.032567
9.931329,26,4081.299472
9.950166,39,4084.603815
9.939007,42,4086.80885
-3.378336,166,4099.249768
9.948686,54,4103.360458
9.930999,27,4104.707871
9.706881,64,4109.348768
9.864936,47,4113.105445
9.798998,64,4117.633626
9.710947,68,4122.367459
9.830728,64,4126.951139
9.800927,52,4130.904963
9.885112,33,4132.593288
9.983735,30,4135.396003
9.943178,34,4137.145281
9.941678,46,4140.760244
-1.767268,162,4153.045211
-0.960448,102,4159.453384
9.727153,73,4164.403236
9.786073,64,4169.02381
9.971573,35,4172.114498
9.943123,62,4176.604745
9.692078,83,4182.033654
9.885456,61,4186.448242
9.964602,13,4187.143366
9.640846,95,4194.390749
9.896529,53,4198.486494
9.994158,7,4198.87318
9.746772,79,4204.189808
9.809576,65,4208.781537
-1.208799,91,4214.565892
9.873565,65,4219.132504
9.971458,56,4223.323458
9.98751,14,4224.045478
9.898154,39,4227.334971
9.805714,51,4231.315362
9.835479,53,4235.375524
9.878019,52,4239.356793
9.969201,45,4241.713362
9.943117,28,4244.38024
9.974129,18,4245.314106
9.825242,49,4249.171958
9.756225,54,4253.29586
9.89612,68,4270.915054
9.89691,39,4272.927922
9.884859,32,4275.82031
9.986357,14,4276.576348
9.67566,96,4282.607061
9.821308,67,4288.586269
9.963791,48,4291.128735
9.886509,42,4294.612342
9.774963,49,4298.499782
9.659959,90,4304.273882
9.93081,56,4308.497162
9.832725,57,4312.783789
9.963695,32,4314.417054
9.963807,28,4317.086917
9.974156,28,4318.460984
9.964106,37,4321.738048
9.918318,38,4323.687715
9.786426,75,4330.077587
-0.816285,87,4335.665304
9.616383,94,4341.620145
9.837088,49,4345.516522
9.957692,29,4348.281597
9.891391,38,4350.314035
9.625515,104,4358.026589
9.996471,3,4358.168153
-0.818708,123,4366.932655
9.87041,44,4369.221635
9.865796,61,4373.62967
9.979776,22,4376.067748
9.976437,22,4377.161889
9.8311,61,4381.57025
9.892651,36,4384.744724
9.991612,24,4385.965302
9.952145,42,4389.448366
9.97741,14,4390.190536
9.799608,58,4394.488741
9.992125,17,4395.373043
9.912173,52,4399.359325
9.852104,45,4402.992503
9.887001,69,4407.787221
9.97984,19,4408.792123
9.983803,23,4409.96151
9.856631,60,4414.372228
9.997127,7,4414.74145
9.806247,60,4419.119634
9.993538,12,4419.764374
9.99521,6,4421.389443
9.710844,95,4427.360768
9.874148,32,4430.246783
9.83497,70,4435.097632
9.981429,16,4435.906683
9.775543,91,4441.653984
9.612554,101,4449.214915
9.903361,35,4451.013293
9.951077,60,4455.414024
9.96874,36,4458.564591
9.798858,78,4463.808439
9.968282,41,4467.252017
9.963713,30,4468.743263
9.910381,60,4473.170624
9.980919,17,4474.071178
9.926245,48,4477.878509
9.967572,48,4481.67682
9.905061,57,4485.920386
9.86381,56,4490.14634
9.785201,61,4494.587605
9.970449,16,4495.410064
9.826687,68,4500.212009
9.978511,23,4501.374436
9.941325,32,4504.287522
9.831701,56,4508.501889
9.875,33,4510.167508
9.96166,48,4514.000353
9.955856,41,4517.413721
10.0,1,4517.445913
9.882082,42,4519.621592
9.994143,3,4519.751635
9.82789,67,4524.429332
9.811899,77,4530.918974
9.965976,20,4531.938208
9.971026,23,4533.073892
9.935277,39,4536.387809
9.970985,27,4537.736778
9.761814,67,4542.483839
9.959601,17,4544.652544
9.947893,43,4546.847197
9.910847,41,4550.271546
9.92734,33,4551.942029
9.928499,57,4556.170574
9.701785,75,4562.595045
9.829621,55,4565.467374
9.93159,21,4567.831697
9.978669,27,4569.18894
9.991608,3,4569.314824
9.818512,54,4573.43049
9.962812,40,4576.816686
9.966012,8,4577.254267
9.966557,36,4579.080044
9.904832,28,4581.760594
9.881271,44,4584.030239
9.935553,63,4588.569967
9.978709,40,4591.893187
9.843289,69,4596.685894
9.79685,48,4600.471466
9.945812,37,4602.361108
9.793247,72,4608.606949
9.753531,65,4613.258643
9.947335,30,4614.741124
9.88545,54,4618.877105
-1.37727,155,4629.471753
9.983346,11,4631.369234
9.930996,38,4633.313802
9.75003,99,4640.795694
9.876616,55,4644.966249
9.930211,40,4647.039824
9.993033,8,4647.427822
-1.531601,143,4658.489754
9.979867,12,4659.14291
9.65179,99,4665.31427
9.879962,69,4670.133514
9.649435,113,4678.345786
9.971219,50,4682.34159
9.936408,37,4684.259127
9.940848,27,4686.883411
9.958272,52,4690.898024
9.962006,34,4692.631229
9.974035,32,4695.584998
9.963735,32,4697.174395
9.937541,47,4700.890407
9.983091,23,4702.021815
9.953502,34,4705.043973
10.0,1,4705.047341
9.911472,47,4708.819662
9.994893,19,4709.83162
9.917917,19,4710.7837
9.900946,42,4714.267056
9.926044,44,4717.812431
9.961921,15,4718.597901
9.978088,39,4720.578943
9.990759,6,4720.869018
9.968909,29,4723.643124
9.780004,77,4728.792945
9.956665,51,4732.788563
9.91448,45,4736.427893
9.74137,75,4741.519019
9.855124,63,4746.042737
9.968331,38,4748.016612
9.96396,49,4751.871723
9.939715,49,4755.730394
9.827475,44,4759.29889
9.886177,37,4761.209361
9.988179,14,4761.935462
9.978763,46,4765.636394
9.976893,34,4768.662382
9.713487,71,4773.648513
-0.781551,106,4780.165043
9.913381,43,4783.694703
9.827283,57,4787.948795
9.676652,89,4793.611634
9.570615,100,4800.918309
9.978108,30,4802.410515
9.923019,48,4806.202203
9.908921,52,4810.206813
9.796936,71,4815.085432
9.96038,13,4815.749842
9.933598,38,4818.991811
9.966398,34,4820.696955
9.989155,34,4823.718333
9.882837,51,4827.72018
9.962577,17,4828.61036
9.908081,64,4833.233487
9.928099,39,4836.53852
9.900517,31,4838.090527
-1.06931,150,4848.352339
9.998145,6,4849.923838
9.985657,33,4851.593678
9.971706,38,4854.845608
9.978687,29,4856.283176
9.814345,43,4859.843785
9.977354,14,4860.594134
9.946483,47,4864.341712
9.942877,24,4865.562501
9.879637,36,4868.739364
9.970255,25,4869.971078
9.981797,21,4871.023447
9.888563,30,4873.856197
9.977101,25,4875.075995
9.926753,45,4878.748841
9.955751,33,4880.418921
9.981424,13,4882.379206
9.939432,34,4884.08579
9.937498,39,4887.368371
9.97004,50,4891.341531
9.937256,25,4892.588137
9.989154,13,4893.290034
9.963566,42,4896.732283
9.916643,20,4897.741822
9.979342,6,4898.035756
9.981633,17,4898.913249
9.798951,81,4905.61274
9.91296,42,4907.787864
9.891992,54,4911.928087
9.971239,39,4915.225647
9.912438,57,4919.505573
9.93148,28,4920.900763
9.947876,25,4923.422211
9.977041,39,4925.431634
9.982394,19,4926.42224
9.889481,47,4930.147695
9.911474,57,4934.408684
9.940834,34,4937.425854
9.83854,71,4942.339819
9.949384,20,4943.353176
9.858967,44,4946.957301
9.957863,33,4948.608364
9.937887,47,4952.397923
9.914526,39,4955.679163
9.97214,38,4957.61144
9.904132,62,4962.074993
9.981688,11,4962.629992
9.966643,16,4964.777167
9.85995,65,4969.385206
9.991695,5,4969.653266
9.981888,9,4970.129933
9.977488,27,4971.452391
9.98844,6,4971.729533
9.973178,20,4974.027475
9.982987,21,4975.076303
9.957624,28,4976.457322
9.975345,41,4979.916281
9.974282,25,4991.038471
9.965945,13,4993.031456
9.951961,54,4997.139103
9.808958,48,4999.679192
9.953555,41,5003.095107
9.932105,54,5007.211203
9.952405,35,5009.009566
9.973838,36,5012.193044
9.848233,51,5016.16986
9.991779,6,5016.492113
9.975967,23,5017.624982
9.973746,18,5018.549724
9.994781,16,5020.667423
9.885593,35,5022.441417
9.984282,23,5024.851397
9.885912,35,5026.632201
9.891322,26,5027.910107
9.946309,35,5031.021912
9.977899,24,5032.190318
9.98127,15,5034.254442
9.951183,43,5036.493219
9.992035,5,5036.740811
9.957627,26,5039.350115
9.927358,31,5040.935395
9.897392,64,5045.542529
9.980829,22,5047.948909
9.97315,24,5049.135069
9.969403,40,5052.497075
9.985442,19,5053.475829
9.92858,57,5057.740855
9.917423,33,5059.429307
9.929413,38,5062.685375
9.995873,4,5062.868451
9.975968,18,5063.789866
9.978694,30,5066.587974
9.900295,60,5070.928836
9.892047,45,5073.25275
9.967421,35,5076.365243
9.935772,54,5080.493451
9.978514,35,5082.264287
9.952498,44,5085.869004
9.953122,18,5086.793807
9.951689,30,5089.626471
9.865305,64,5094.208227
9.96742,28,5095.616773
9.935418,29,5098.370423
9.987563,20,5099.421176
9.982809,8,5099.834384
9.855555,40,5103.173178
9.958297,37,5105.04328
9.984274,9,5105.502181
9.983981,16,5107.64675
9.995108,15,5108.428457
9.958406,54,5112.538682
9.952971,58,5116.835155
9.958648,22,5117.925168
9.948797,34,5120.946204
9.943771,28,5122.34205
9.984509,6,5122.658161
9.97778,27,5124.001472
9.937589,23,5126.447704
9.977655,45,5129.973478
9.98325,20,5130.998405
9.960234,53,5135.07443
9.973945,27,5136.44073
9.994357,10,5136.946553
9.965312,39,5140.234335
9.961728,38,5142.194586
9.988822,21,5144.551962
9.761711,86,5150.139583
9.894758,61,5154.58012
9.978341,24,5155.760806
9.955729,54,5159.875446
9.985081,9,5160.343585
9.957739,27,5163.006999
9.938991,50,5166.924253
9.929649,34,5168.645298
9.972211,44,5172.217488
9.985509,23,5173.367917
9.969013,42,5176.848866
-0.883309,109,5184.859846
9.984205,24,5186.074093
9.975937,16,5186.921073
9.974813,48,5190.754053
9.88985,28,5192.134643
9.948465,18,5194.379526
9.980494,28,5195.787346
9.973985,21,5196.825525
9.973899,25,5199.342272
9.975185,38,5201.325386
9.989726,36,5204.476563
9.932642,42,5207.940062
9.920051,38,5209.880533
9.909444,35,5212.982109
9.924494,17,5213.85534
9.702843,93,5221.015553
9.960339,25,5222.249235
9.985958,25,5223.468354
9.967243,34,5226.480822
9.92173,48,5230.255696
9.977177,33,5231.907027
9.983684,20,5232.920744
9.885347,58,5237.192052
9.985015,12,5239.124652
9.925663,33,5240.808144
9.940084,43,5244.306985
9.995004,20,5245.329171
9.993392,19,5246.267636
9.978814,47,5250.061797
9.981658,38,5253.317636
10.0,1,5253.319574
9.683239,107,5259.916562
9.982125,29,5262.63777
9.952375,37,5264.531602
9.960103,47,5268.24621
9.961945,42,5271.732733
9.947881,37,5273.636756
9.952015,33,5276.61966
9.991243,20,5277.616997
9.979399,14,5278.333215
9.956667,41,5281.661945
9.982697,15,5282.442798
9.969965,39,5285.743133
9.953901,22,5286.842679
9.982967,30,5289.589019
9.923809,36,5291.410027
9.970811,35,5294.461143
10.0,1,5294.485029
9.965861,31,5296.044769
9.981792,24,5298.544434
9.959164,49,5301.13454
9.976995,30,5303.937488
9.985782,19,5304.901968
9.969922,30,5307.729349
9.988993,11,5308.283334
9.943628,36,5310.168399
9.901387,52,5314.170245
9.989199,28,5316.898814
9.988458,25,5318.120453
9.962242,28,5319.491153
9.695859,79,5326.046961
9.974583,39,5328.067924
9.924521,38,5331.347755
9.982971,39,5334.661501
9.981953,11,5335.229413
9.930789,57,5339.439457
9.954268,50,5342.069098
9.942108,42,5345.591486
9.982939,34,5348.664838
9.871589,55,5351.538947
9.945504,45,5355.19143
9.975625,25,5356.422348
9.987223,14,5358.4515
9.971347,47,5360.923424
9.931182,32,5363.847835
9.926685,36,5366.982717
9.99341,6,5367.30149
9.950349,27,5368.634031
9.919048,54,5372.835309
9.986813,25,5374.095356
9.958939,49,5377.979952
9.988017,26,5379.262186
9.987865,6,5380.885733
9.985015,26,5382.195724
9.990055,22,5383.316238
9.965249,20,5385.644806
9.972178,20,5386.664136
9.782066,84,5392.130158
9.999082,2,5392.223637
9.951111,63,5396.764017
9.948802,34,5399.827333
9.931399,25,5401.088694
9.76428,56,5405.321048
9.988097,23,5406.459868
9.885614,56,5410.674448
9.978035,40,5414.060066
9.863622,65,5418.70158
9.991799,16,5419.542943
9.962148,40,5422.925742
9.991496,24,5424.136886
9.937425,37,5427.32357
9.993685,14,5428.068506
9.977716,43,5431.62507
9.968225,28,5433.02555
9.972306,40,5436.405325
9.964823,26,5437.696449
9.963776,32,5440.63518
9.932448,26,5441.933589
9.956163,25,5443.186639
9.951254,37,5446.41915
9.938077,53,5450.516108
9.904794,57,5454.77032
9.994229,7,5455.10944
9.996131,30,5456.612336
9.961749,36,5459.799399
9.978082,23,5460.939613
9.971111,18,5461.870083
9.990822,22,5464.293612
9.983824,24,5465.502428
9.973319,30,5468.289771
9.940238,31,5469.817781
9.973591,12,5470.473363
9.99422,20,5472.814804
9.932325,50,5475.421413
9.96601,44,5479.007298
9.964057,56,5483.205583
9.948035,30,5484.718247
