#{"t_start": 1621537510.873893, "env_id": "JSBSim-v2"}
r,l,t
-2.496005,67,8.18458
-3.309436,54,12.220863
-2.350224,87,17.795061
-2.206533,56,21.752981
-2.327146,75,26.712772
-2.443927,80,32.238463
-1.916409,88,37.970003
-2.876736,62,42.275686
9.965882,52,46.134264
-3.050947,81,51.485186
-2.214365,85,56.945689
9.981005,34,59.622179
-2.119954,33,62.266129
-2.736266,103,68.726286
-1.358006,29,71.348345
