#{"t_start": 1619032831.0283458, "env_id": "JSBSim-v4"}
r,l,t
-11.570397,130,1659.955647
-12.64351,206,1674.698109
4.876131,42,1676.872117
-9.964386,163,1689.109162
-17.184056,113,1697.311986
-20.67219,163,1708.263966
-24.233569,140,1718.147306
-4.491684,115,1726.606106
-3.929908,153,1738.479999
-12.711408,117,1746.933601
-16.761342,143,1756.851611
-18.581838,146,1767.22035
-3.348575,19,1768.22013
9.312299,24,1770.721984
-9.280935,167,1782.233263
-24.009373,196,1796.48975
9.192505,68,1801.219359
-11.600212,113,1809.241696
-13.0621,100,1816.789053
-3.919371,101,1823.071576
-8.706401,130,1832.403574
-7.895822,162,1844.839319
-12.40163,189,1858.493227
6.597608,84,1863.986834
-2.965637,46,1867.713521
-18.648525,150,1878.202393
-14.940043,160,1890.59043
-22.720669,195,1905.181684
-8.926385,166,1916.495887
-5.81722,166,1929.330828
-9.702168,148,1939.761002
1.192453,31,1942.615516
-7.565646,146,1952.981618
0.078619,34,1956.108785
7.605471,135,1965.802262
-24.255183,162,1976.950664
-14.414539,174,1990.212263
-20.075575,200,2004.879768
-9.978509,126,2013.975985
-11.488998,134,2062.259151
-2.765046,123,2071.205162
-5.657406,101,2078.7314
-10.213638,199,2093.126882
-7.548043,126,2102.199114
-14.77635,106,2108.868801
-20.550515,160,2121.294005
-9.642664,168,2132.731642
-12.756224,172,2145.80226
8.214007,124,2155.024564
-8.975809,191,2169.31436
-13.211537,173,2182.350119
-12.66934,128,2191.500344
-11.075614,150,2202.250745
-3.375672,1,2202.253878
-6.874859,174,2215.117114
-10.221076,154,2225.641509
-5.707294,92,2233.066485
-13.150924,126,2242.325112
-6.106848,137,2252.291515
-23.178587,190,2266.595843
4.769334,1,2266.598339
-4.507513,9,2267.059557
-8.937071,148,2277.538327
3.529408,23,2280.023123
-10.834271,159,2290.935019
-9.472354,99,2298.46655
-7.252458,111,2305.368063
-23.371163,193,2319.398312
-1.416154,106,2327.288125
-3.748712,110,2335.368277
-10.9055,134,2344.808029
-13.972402,141,2354.583492
-5.843788,182,2368.084213
-15.813367,130,2377.378271
-3.250369,7,2377.774644
-14.804627,113,2386.067239
-10.437455,190,2399.897251
-15.435141,156,2410.658856
-14.499648,158,2422.697568
-3.411681,111,2429.532785
-12.649846,200,2445.311697
-6.88183,142,2455.184896
-7.721931,117,2463.652308
-5.431929,137,2473.287481
-2.881881,148,2483.410717
-6.650989,119,2492.042626
-9.332257,187,2505.729225
-21.323897,179,2518.962733
-13.173388,125,2527.94651
4.485244,4,2528.129021
-12.990897,167,2539.468956
-17.54123,181,2552.926863
-6.559625,129,2562.055358
-9.282847,123,2570.879564
-6.997663,194,2584.957426
-3.103338,129,2594.147002
5.890903,86,2599.821699
-13.470718,146,2611.307167
-4.077395,118,2619.796518
-6.458626,112,2626.752027
-8.763541,133,2636.110823
-6.904412,195,2650.260329
-8.254904,129,2659.338804
-6.575562,143,2670.65702
-9.440279,158,2681.589035
-15.276277,204,2696.267977
-22.292931,209,2712.674048
-8.793141,137,2722.273896
-20.036696,118,2730.826751
-4.848356,122,2738.24672
-12.258425,168,2751.013164
-4.894206,114,2759.3103
-5.233745,194,2773.316782
-22.965505,143,2822.996494
-5.015753,130,2832.563821
-11.438557,162,2844.755831
-17.34429,180,2858.288759
-7.54563,199,2873.029744
-9.403937,125,2882.052906
-21.260134,205,2897.156907
-9.651105,120,2905.807873
-3.059196,168,2917.249851
-2.810134,135,2926.756586
-8.350614,159,2939.239346
-8.484616,163,2950.417647
-5.590039,165,2963.086963
-7.118556,149,2973.325063
-8.728294,175,2986.485048
-9.145282,198,3000.929884
-2.262104,96,3008.352475
1.14124,138,3017.896493
-12.125554,181,3031.381006
-17.864114,119,3039.992515
-5.536131,109,3046.725189
9.774734,15,3047.543611
-5.191211,173,3060.481169
-8.259397,161,3072.624928
-6.24826,106,3079.184009
-18.042078,147,3090.633902
-5.159091,180,3102.540369
-11.586464,170,3115.266453
-6.815778,182,3128.670589
-14.764462,186,3142.446883
-1.908693,78,3147.686805
-6.710765,170,3160.462829
-6.659946,162,3171.467501
-8.303581,147,3183.071639
-7.068905,113,3190.120504
-15.044232,189,3204.128774
-10.379029,190,3218.094694
-11.95715,137,3227.675187
-16.953677,144,3239.003781
-20.234512,182,3251.274238
-4.26075,125,3260.142944
-6.436562,114,3268.637826
-5.901199,114,3277.092662
-2.905503,109,3285.301134
-3.114264,137,3294.906235
-6.228986,132,3304.456007
8.999104,38,3306.540375
-2.134882,109,3314.625716
-3.797619,114,3322.94575
-12.428438,172,3335.864875
-5.239251,191,3350.071159
-8.33711,179,3362.172201
-16.748598,174,3375.234069
-14.649456,137,3384.70625
-8.954319,120,3393.214444
-15.003092,173,3406.3281
-4.178398,180,3419.66138
-13.214284,137,3429.420198
-4.447488,154,3440.184713
-8.492311,115,3448.688784
-11.116433,140,3458.535669
-6.199379,126,3467.749014
-5.721369,143,3477.82374
-3.838841,134,3488.584002
-9.551217,183,3500.760389
-12.298264,151,3512.442886
-15.079351,164,3523.7566
-14.249669,166,3536.486769
-8.382609,153,3590.382623
-5.712761,110,3598.62543
-7.581184,145,3608.86776
-10.087501,178,3622.293322
-2.760708,82,3627.751391
-12.809463,154,3639.738962
-4.06435,148,3650.052344
-7.018997,156,3660.727023
-6.2853,175,3673.868332
-3.211663,158,3685.987748
-6.089861,159,3696.9409
-9.63425,185,3710.627584
-8.71251,155,3721.242424
-9.583455,166,3733.938823
-11.347795,176,3747.443289
-13.834122,124,3756.40197
-4.926057,165,3767.799481
-7.653058,140,3779.084778
-5.010547,167,3790.744874
-21.534212,113,3798.992443
-5.781294,145,3809.093778
-17.901222,137,3818.848446
-16.250961,115,3827.505076
-14.583838,125,3836.57025
-10.166691,101,3844.365627
3.343945,113,3851.568866
-15.224295,180,3865.207201
-16.95136,175,3878.163609
-19.427536,145,3888.188475
-12.555354,111,3896.317644
-2.144718,102,3903.883606
-15.297215,129,3913.334198
-15.221528,126,3922.640934
-8.336154,116,3929.920983
-4.438443,134,3939.571878
-20.182116,167,3952.464744
-1.233279,89,3958.21039
-25.980294,191,3972.184139
-7.121746,95,3979.433604
-8.781167,123,3988.27114
-17.237597,160,3999.40396
-1.765106,102,4007.276427
-8.074867,137,4016.847378
-5.454339,138,4026.842938
-5.730817,179,4040.021031
-15.09078,152,4050.446355
-12.608949,127,4059.610009
-12.470508,178,4072.545156
-13.989045,149,4082.953839
-5.100875,134,4093.978466
6.85235,61,4098.571771
-1.567144,64,4103.207771
-6.495045,189,4115.713755
-8.148688,143,4126.879857
7.008707,70,4131.867923
-6.264242,148,4142.108828
-12.633864,185,4155.866826
-7.154533,121,4164.654392
-3.931468,126,4173.472174
7.119559,81,4178.852299
-3.393226,146,4189.066317
-7.579927,136,4199.981246
-3.962248,140,4209.967089
-7.505353,114,4218.504196
-6.729856,141,4228.693428
-3.475038,26,4229.980409
-8.704231,134,4239.488634
-3.690874,130,4248.919206
-8.963632,165,4261.633354
-8.983415,129,4271.075454
-8.968941,153,4282.199779
-12.313109,108,4290.392818
-13.472553,100,4296.820366
-6.37344,126,4306.062357
-7.071675,128,4350.33752
-4.715631,184,4364.230997
-3.684987,111,4372.487702
-23.857878,167,4385.410199
-6.202308,138,4395.279813
-13.652566,133,4404.714187
-7.746282,110,4412.892663
-9.177233,164,4424.21764
-4.961163,184,4437.871609
-8.397783,146,4448.087151
6.154167,20,4450.465877
-11.868755,208,4465.524542
-19.043454,179,4478.961754
-20.393391,120,4487.691899
-3.491978,136,4497.344463
-1.772456,28,4498.754669
-5.003344,114,4507.1422
-9.676721,161,4518.238521
-17.977362,186,4531.875898
-8.583273,150,4543.681598
-0.568244,128,4552.877879
-12.967994,184,4566.483843
-14.05144,129,4575.770079
-7.105448,122,4583.231098
-4.403386,169,4596.21244
-12.787612,154,4608.074826
-6.194044,114,4615.043648
-4.973312,159,4627.53049
7.716435,110,4635.945417
-12.459686,199,4650.744898
-5.819415,202,4665.508075
-12.522656,116,4673.993103
-8.740726,186,4686.505282
-6.876455,157,4698.601254
-8.120027,109,4706.607137
-7.801669,183,4720.257228
-12.128315,172,4731.909989
-3.988166,190,4745.988433
-3.364649,116,4754.733981
-6.419855,121,4763.624872
-12.105718,168,4775.298531
-3.578048,190,4789.203446
6.770716,54,4793.382687
-4.013981,134,4803.000386
-5.747382,152,4814.838697
3.0832,37,4816.833429
-11.53847,174,4829.86443
-16.870013,142,4839.685041
-8.786982,108,4847.560431
-5.492153,177,4860.640527
-5.839687,122,4869.467843
-10.244039,106,4876.156823
-10.053364,177,4889.269665
-2.682923,166,4901.708528
-4.607915,183,4915.266069
-5.865306,179,4927.266992
-3.850097,151,4938.992607
-9.432429,172,4950.669618
-6.66489,142,4961.895815
-10.584734,198,4976.274658
-8.806291,156,4987.238021
-6.818702,142,4997.14485
-11.408169,181,5010.60153
-1.750572,107,5018.595093
-5.198228,178,5031.980409
-5.708678,113,5039.034514
-4.266956,131,5048.490339
-10.695956,178,5061.938385
-4.623515,156,5115.165948
-3.106632,139,5125.078847
9.858013,21,5126.197069
-4.044943,131,5135.509388
-3.552824,115,5143.895623
-5.81089,157,5154.624232
-4.027351,172,5167.499101
-10.010166,121,5176.311894
-4.824272,162,5188.748311
-4.520674,185,5201.117103
-2.092987,130,5210.359791
-7.690804,112,5218.758121
2.510615,8,5219.163698
-1.761649,108,5227.190967
-2.878234,13,5227.892245
-12.955119,143,5237.902665
-6.617256,184,5251.393477
-2.840525,13,5253.388222
-3.102851,109,5260.134772
-4.711005,142,5270.188184
-4.047475,165,5282.668301
-14.738124,178,5296.000952
5.357696,105,5302.457157
-10.724584,91,5309.692778
-4.261977,132,5319.11752
1.249352,44,5322.734694
-8.810572,160,5333.597957
-10.045124,193,5347.679861
-8.678465,201,5362.201054
0.054198,45,5365.859069
-8.765257,190,5380.049448
-2.650051,122,5389.005842
0.806329,115,5397.418645
-7.894858,158,5408.257075
-6.929721,129,5417.4403
-5.221955,166,5430.090507
-15.766642,169,5441.593356
5.945855,51,5445.637862
-8.08849,172,5458.410156
-15.89429,136,5468.023599
-7.004939,126,5477.202825
-3.232445,128,5486.417776
-5.09134,188,5500.223511
-3.196937,45,5503.875873
-5.151438,154,5514.847077
-5.975289,101,5522.596687
-4.760203,120,5530.108392
-4.819925,141,5541.13208
-8.561572,125,5549.995723
-7.270412,113,5557.023626
-5.744043,192,5570.993944
-9.436035,180,5584.284754
-9.677982,187,5597.84383
0.857097,40,5601.237603
-5.992501,141,5610.951895
-11.594194,132,5620.209168
-4.405633,198,5634.478782
-6.760756,177,5647.561513
-7.823356,188,5661.182712
-5.024712,132,5670.590844
-12.886409,174,5683.566844
-7.240275,114,5690.490259
-4.146134,162,5702.993007
-10.608178,195,5717.32713
-4.51082,127,5726.454908
-3.591874,204,5741.239477
-3.668786,124,5750.040668
-4.555889,124,5758.854337
-3.120752,101,5766.493988
-9.721764,165,5777.891895
-16.429152,182,5791.572568
-7.637516,175,5804.573083
-10.228874,164,5815.671669
-7.39753,170,5828.539173
-14.969487,179,5880.195985
8.898589,7,5880.574012
-5.998442,199,5895.077304
-13.731408,158,5906.106025
3.415214,2,5906.181425
-2.638685,1,5906.185005
-5.089311,145,5917.492066
2.664231,6,5917.814366
2.301912,107,5925.790079
-2.872036,129,5935.041251
-4.21648,128,5944.182292
-2.467516,138,5953.762933
-8.750268,113,5960.697368
-6.003179,172,5973.593976
-5.607695,180,5986.871773
-2.437223,108,5994.837564
-10.872353,133,6004.382608
-9.572987,136,6014.066609
-4.036679,179,6027.499512
-8.281418,204,6042.459047
-6.553326,180,6055.945181
-10.41659,172,6067.558351
-17.865811,146,6079.115249
-2.11029,157,6090.011053
-10.915259,157,6102.145139
-6.474531,163,6113.337337
-7.797753,187,6127.189109
-12.029572,137,6136.745499
6.613859,1,6136.747576
-5.785506,112,6145.03978
-13.029705,143,6155.165841
-8.60347,166,6167.879311
-9.279498,165,6179.160431
-6.216462,137,6188.940895
-3.176441,175,6202.100946
-2.132282,169,6214.942865
-7.795009,191,6229.227094
-11.407918,138,6239.006308
-4.126319,93,6245.086428
-7.69244,197,6259.694557
-7.614831,130,6270.372941
-7.749995,110,6277.304991
-2.668561,130,6286.526583
-5.869622,149,6298.1048
-2.347511,158,6309.037048
-4.662415,121,6317.895423
-23.352893,202,6332.648534
-2.693204,188,6346.755992
-2.795926,118,6355.480347
-11.369518,186,6369.440411
9.227539,145,6379.734589
-8.211255,204,6394.793714
4.390159,105,6402.789695
-6.82133,183,6416.369575
-5.791588,138,6425.866704
-7.838405,145,6435.994208
-16.187093,134,6445.490755
-5.133802,155,6457.500914
-4.435422,165,6468.702
-4.567644,94,6475.967259
6.528204,11,6476.542917
-3.074556,206,6491.839988
-6.258854,93,6499.287658
-11.935123,132,6508.746786
-4.390102,118,6515.887017
-8.184485,195,6531.526744
-5.390678,152,6542.196788
-3.855297,170,6555.157528
-5.658173,148,6565.598812
-10.101254,171,6578.618145
-5.642,192,6592.553528
1.911991,24,6593.789538
-6.495078,147,6631.062905
-5.085528,109,6638.986544
-8.146157,101,6646.507825
-3.284169,163,6657.512517
-5.169544,172,6670.405263
-10.016244,182,6683.732556
-3.952735,184,6695.874483
-5.562101,195,6711.206212
-16.664081,186,6723.482447
-2.392108,147,6734.938429
-1.57898,31,6736.517196
-4.344493,117,6744.968365
-4.839964,176,6757.995526
-6.219382,151,6768.337207
-3.38539,8,6768.734402
-6.898569,200,6783.158781
-2.518087,46,6786.911731
-6.601269,197,6801.157834
-4.308265,105,6808.883341
-11.159597,115,6817.250189
-7.80611,115,6824.311707
-12.077025,200,6840.028433
1.147343,33,6841.710419
-6.952215,190,6855.626681
8.523053,7,6856.009636
-4.632294,202,6870.504555
-5.07935,114,6878.75731
-3.880392,137,6888.32065
-10.281313,157,6900.265898
-3.224165,202,6914.804575
-7.564499,141,6924.609403
-2.69943,102,6932.190866
8.092144,1,6932.242354
-8.031391,141,6942.089251
-3.907566,124,6950.925672
-2.885847,138,6960.477574
1.324266,31,6962.045113
-5.729575,137,6972.944527
-6.559357,117,6980.054771
-7.4799,143,6991.233932
-12.58772,149,7001.478255
-1.623319,121,7010.117592
-9.755871,161,7020.98304
-6.155797,110,7028.960897
-6.154229,175,7041.880831
-1.471643,143,7051.689722
-4.580012,176,7064.708555
-7.636621,122,7073.438503
-4.054321,104,7079.787613
-9.141371,133,7089.180568
-5.521617,136,7100.01374
-2.041278,142,7109.786513
-2.758367,170,7121.104618
-8.551242,147,7132.51159
-4.028223,133,7141.846219
-4.783398,165,7153.052592
-12.023606,170,7165.721787
-4.370147,111,7173.809406
-14.107425,172,7185.256153
-3.487113,124,7194.070331
-14.503635,153,7205.74433
-5.092613,135,7215.247841
-5.595961,113,7223.470494
-3.020151,108,7230.072247
-6.18459,136,7239.54241
-18.714564,179,7252.685506
-7.595661,102,7260.275664
-2.725865,192,7274.122344
-13.553967,162,7285.082848
-5.136831,134,7294.428557
-3.243351,112,7302.556066
-17.640628,169,7315.149467
-4.052074,171,7327.841205
-3.161899,124,7335.302266
-10.538196,167,7385.671901
-6.410902,128,7394.769397
-5.641629,128,7403.948615
-5.674531,99,7411.684495
9.145881,155,7422.584613
-7.339295,159,7434.638018
-8.168821,177,7446.469946
-5.695961,133,7455.876924
-3.296217,96,7463.3504
-4.123771,171,7476.319852
-1.587629,110,7483.135838
-5.178232,182,7496.559963
-5.622508,107,7504.525424
-5.238427,100,7510.787015
-5.342784,140,7522.022069
-14.903562,148,7532.226746
-1.119067,34,7533.936541
-4.209372,187,7547.723955
-5.251868,168,7560.392328
-3.193831,126,7569.331656
-6.069248,109,7577.30266
-4.888173,164,7588.45899
-4.774452,180,7601.859654
-4.565409,137,7611.592826
-0.247813,36,7614.737457
-2.553197,109,7621.448292
-2.157995,120,7630.353505
-16.777137,148,7642.195997
-12.267879,153,7653.210505
-8.425291,113,7661.519972
-5.119158,105,7668.055322
-5.939409,179,7681.341299
-10.27154,149,7691.808952
-12.235875,173,7705.081468
-4.752908,198,7719.777081
-4.259384,86,7726.751082
-1.784059,114,7733.679551
-3.503805,120,7745.01364
-8.779658,118,7753.390307
2.938815,94,7760.631971
-4.398743,129,7770.154832
-2.286393,168,7781.633536
-3.127518,141,7791.725827
-2.711626,185,7805.444054
2.362638,15,7807.560599
-15.191504,164,7818.880003
-5.119599,178,7832.28537
-5.285165,195,7846.553933
-14.05863,198,7861.067103
-12.084003,165,7873.703571
-5.348998,144,7883.703402
-4.350352,120,7892.337968
-3.553862,152,7903.036388
7.361343,103,7910.778749
-3.734894,169,7922.23313
-4.309214,169,7935.075666
-4.636468,160,7947.522995
5.134781,25,7948.80826
-3.934108,120,7957.43318
-6.771309,137,7966.993357
-5.768309,171,7980.078839
-5.048046,191,7994.331939
-4.11264,179,8006.446479
-15.398364,160,8018.8189
-5.387183,142,8028.740057
-3.245658,193,8042.889512
7.310808,38,8046.248261
-3.014909,191,8060.204097
-11.525133,125,8069.26114
-3.825876,195,8083.677057
-3.761924,169,8095.34769
4.223452,48,8099.163399
-3.001308,197,8155.807882
-3.905879,148,8166.047616
-7.174062,122,8174.809826
-8.073112,147,8186.327882
-7.37166,153,8196.842253
-7.192779,186,8210.585651
-5.677142,147,8220.859281
-7.402411,171,8232.870966
-8.152746,133,8241.900636
-5.206519,156,8252.379159
3.501438,42,8255.701159
-3.112092,173,8268.632772
5.335552,134,8278.039603
-6.710896,166,8289.300448
-7.13237,127,8298.317288
-5.637805,152,8309.944046
-9.694356,184,8323.574746
-3.601528,113,8330.60706
-3.925261,125,8339.370437
-2.857756,86,8345.629301
-5.534253,114,8353.302236
-3.956349,108,8359.66551
-10.051981,196,8372.888209
-5.726983,132,8381.56565
-3.655694,176,8393.72046
-5.834907,99,8400.563435
-3.453205,108,8406.867044
9.427288,167,8418.427188
-1.605013,9,8418.925116
-9.294115,108,8426.273754
-4.536133,186,8439.005853
-3.220163,158,8449.389353
-4.102363,116,8457.279596
-2.155256,86,8462.826998
-4.280939,146,8474.212133
0.003915,21,8475.358686
-6.43502,155,8485.535222
-4.249424,140,8495.601355
-7.33956,170,8506.424505
-4.235305,173,8518.489269
-7.023302,149,8528.13018
-8.039051,134,8536.917938
-2.591216,191,8549.827555
6.768188,10,8550.341092
-2.167732,162,8561.705498
4.328082,114,8569.361453
-6.622138,170,8580.152644
-7.674544,167,8591.75613
-3.584653,174,8603.792707
-6.137371,187,8616.522824
-4.142586,116,8624.294672
-4.201631,188,8636.162689
-4.643722,112,8643.747316
-4.702643,138,8652.792636
-1.156512,142,8662.986724
-4.10793,145,8672.398506
2.817343,45,8675.7115
7.850851,105,8681.900569
-7.460906,160,8693.131559
-3.457348,18,8694.075428
-3.92881,132,8703.032293
-3.951925,125,8711.333457
-2.605361,34,8714.08487
-5.039719,123,8721.304955
-4.189498,112,8728.886386
-6.947769,149,8739.457951
-5.253913,175,8750.559177
-2.000739,147,8761.018233
8.116198,86,8766.279706
-4.709931,141,8775.463579
3.464999,55,8779.294525
-3.60158,130,8788.10575
3.768089,90,8793.838176
0.072502,4,8794.027294
-4.477747,140,8804.465214
-6.40935,201,8818.386793
-3.305891,140,8828.055404
-1.633161,144,8886.902758
-4.670872,121,8895.069133
-5.212771,187,8908.222098
-5.079421,129,8917.221951
4.041942,34,8920.180755
-4.676026,121,8927.529715
-3.718611,174,8940.033746
-6.19869,169,8951.96142
-4.092718,32,8953.614292
1.302332,38,8956.593694
-3.135121,131,8965.270832
6.935418,1,8965.273404
-6.901587,170,8977.341912
-3.509575,134,8986.466748
-2.405417,165,8997.482835
-4.786789,142,9008.45072
-3.949232,167,9019.345429
-6.212827,155,9030.4941
7.703085,1,9030.497771
-5.987338,173,9041.685662
-7.785692,190,9054.725927
-5.110722,185,9067.692971
8.041464,131,9076.594481
-6.216247,135,9085.91288
-4.539797,101,9093.357806
1.992198,59,9097.653946
-5.736716,164,9108.351046
-7.343361,190,9121.60139
-4.342073,200,9135.248126
-3.505105,140,9145.428212
-7.576731,175,9157.00093
-6.151188,160,9168.898729
-13.156435,205,9183.350978
-2.287825,147,9193.122872
-1.192103,187,9206.026367
-6.148239,123,9214.284906
-7.281927,196,9227.681507
4.999473,151,9238.855252
-5.706583,168,9250.043174
-3.95228,111,9257.987574
-14.211192,179,9270.65565
-6.892442,204,9284.561721
-8.005448,129,9293.155822
-9.161289,173,9305.429718
-4.435111,159,9316.040314
-3.0962,188,9329.546946
-3.992758,152,9339.67736
-19.489045,178,9352.105426
-10.866221,158,9363.382959
-14.67514,204,9377.235851
-7.022628,161,9387.698174
-2.866293,113,9395.590145
-2.164287,131,9404.628725
-0.076838,11,9405.216156
-4.335173,155,9416.875731
-19.196288,115,9424.952376
-5.193453,142,9434.302201
-6.306984,133,9443.139677
3.086562,97,9449.089433
-2.312921,103,9456.185258
1.630092,73,9460.956178
-2.494667,124,9469.397838
-3.82495,145,9479.213273
-6.755886,114,9487.334733
-4.377658,106,9494.800096
-4.795055,124,9503.08314
-8.120381,206,9517.075756
7.838221,87,9522.482017
-2.629503,172,9534.560576
-4.086515,186,9547.848597
-5.380221,187,9561.274061
-8.575535,121,9569.72515
-7.330147,100,9607.799844
2.757674,28,9610.194108
-2.412502,146,9619.638054
-3.832086,187,9632.402001
-4.226813,122,9640.957923
-0.771008,39,9642.994727
-8.85266,137,9653.433472
-3.001471,53,9656.246721
-6.824622,119,9664.376335
-9.532237,147,9675.004524
-3.837988,179,9686.505851
-11.373662,154,9697.587687
-10.25644,116,9705.734699
-8.446729,139,9715.280509
-9.322553,137,9724.72787
-3.214065,200,9738.601682
-2.346969,130,9747.334614
-4.09622,161,9758.817016
8.986276,156,9768.954385
-1.832144,184,9781.679264
-4.820682,178,9794.326956
-4.872427,170,9805.561633
-6.390345,205,9821.222707
-7.572042,147,9831.192919
-20.944408,132,9840.212033
-7.634494,112,9847.866519
-6.02436,160,9858.260561
-12.376912,141,9867.567451
-2.880016,110,9875.112084
5.09435,51,9878.894381
-2.264979,185,9892.191582
-4.14642,165,9903.153062
-3.242678,169,9915.416926
0.304325,1,9915.419257
4.905495,61,9919.651774
-8.770565,201,9933.447595
-12.801825,161,9944.770725
