#{"t_start": 1618955578.370203, "env_id": "JSBSim-v2"}
r,l,t
-14.178727,195,664.383334
-2.703308,201,678.697825
-8.411707,124,687.485081
-9.569147,157,699.383351
-8.817232,170,710.692991
-11.304508,139,720.252687
-5.58513,118,728.706101
-8.05111,132,737.955955
-8.256506,208,752.680024
-11.130969,208,768.678448
-3.731479,195,782.616127
-4.889232,112,790.716888
9.716372,108,797.330477
-8.529446,185,810.664703
9.849614,56,814.836948
-2.001765,198,828.915903
-5.436779,172,841.633668
-7.339991,129,850.684491
-3.102552,187,864.299733
-6.696882,210,879.110968
-5.222243,134,888.432476
-5.349855,186,901.965795
-3.839277,133,911.220148
-8.278683,155,921.707373
-4.559073,193,936.799292
-1.730272,190,949.21679
-3.307204,168,961.747253
-5.562658,177,974.697184
-3.0413,151,984.983565
9.990108,21,987.300653
-3.127601,123,994.71822
-1.490168,189,1008.437645
-2.719592,188,1022.018783
-4.124703,159,1034.039574
-2.656232,109,1042.03883
-2.087701,111,1048.820435
-1.475169,167,1061.235355
9.971213,28,1062.616592
-1.078734,153,1074.302465
-6.568564,189,1088.140733
-5.508161,188,1101.778678
-1.621101,141,1111.457048
-3.065933,110,1119.460784
-6.240123,206,1134.159546
-3.28696,200,1148.388677
-3.950192,140,1158.04806
-11.571346,180,1171.186009
-11.669537,173,1184.011225
-3.522466,119,1191.216393
-1.633766,121,1199.880393
9.719967,117,1208.270398
-4.898996,133,1217.521804
-7.263187,164,1229.767094
-2.919859,176,1242.64643
-6.998466,163,1276.965863
9.942759,41,1280.343053
9.963949,34,1282.073876
-1.671959,132,1291.437936
-4.669506,142,1302.680313
-3.866102,112,1309.608674
-4.82972,133,1319.060775
-2.475909,115,1327.310545
-0.899155,133,1336.625761
-6.938307,134,1345.960851
9.974167,35,1349.040893
-7.573507,137,1358.540706
-5.424359,150,1368.49945
-6.495165,144,1379.638469
-3.251173,116,1386.692167
-3.525256,133,1397.265247
-6.674338,123,1404.875555
-7.141476,156,1416.727555
-9.5729,144,1426.522423
9.988347,20,1427.530371
9.754903,120,1436.089922
-3.465006,145,1447.631199
-7.425049,181,1459.820328
-3.904381,143,1471.238021
-4.993147,127,1480.156739
9.858048,100,1486.352485
-1.957545,148,1497.809453
-4.060617,170,1509.229758
-1.234575,126,1518.106553
-1.945265,148,1528.234783
-2.662738,185,1541.844465
-0.897004,104,1549.475636
9.891024,76,1554.564899
9.902566,82,1559.913854
9.943491,37,1563.081453
-5.167456,120,1571.572808
-3.703618,140,1581.21936
-1.106614,105,1588.922634
-3.293548,105,1595.31783
-3.056286,125,1604.152074
-4.406855,166,1616.55975
-5.485211,163,1627.559095
-3.339208,107,1635.371986
-4.158908,104,1642.982315
-4.094716,122,1651.627797
-3.219387,106,1658.046251
-3.105058,139,1667.629703
9.924952,76,1674.015629
-2.868112,114,1680.908404
-3.513036,93,1688.089533
-3.343246,96,1694.084467
-3.582871,152,1705.684045
-2.109279,114,1713.91289
-2.225791,175,1725.474154
-1.429001,103,1733.013376
-1.738454,181,1746.165004
-2.89278,111,1752.909074
9.768325,81,1759.630471
-2.852564,122,1768.340399
-2.581778,97,1774.314572
-2.6237,147,1784.349733
-8.112587,164,1796.628581
-5.527696,113,1804.790794
-8.570978,172,1816.167697
-1.452559,97,1823.424487
-1.672606,148,1833.64019
-6.614741,126,1842.505538
9.955908,34,1845.566197
-0.728624,111,1853.617332
-3.497008,108,1860.472472
-2.113076,164,1873.328967
-1.465943,120,1882.370103
-1.355471,128,1891.853852
-1.063052,136,1901.712702
-1.366214,171,1913.364381
9.94775,49,1917.267975
9.957191,34,1920.305768
-2.075971,101,1926.569286
9.958102,34,1929.627809
-4.127323,145,1940.148363
9.793654,132,1949.931842
-3.054402,97,1957.611461
-3.694586,125,1966.572103
-1.961819,152,1977.162099
-1.174144,165,2027.570915
9.904627,53,2030.294072
-6.671763,127,2039.165826
-2.002715,106,2046.906897
-4.362786,203,2061.301147
9.94249,54,2065.398376
9.871156,81,2070.715535
-1.69952,102,2078.329248
-2.288356,98,2084.419263
9.921569,78,2090.903605
-4.648962,147,2100.887128
-3.078062,107,2108.772116
-3.100584,189,2122.401488
-4.115269,141,2132.041432
-1.315508,107,2138.490647
-5.650614,188,2152.07426
-2.338477,93,2159.205467
-2.309188,176,2172.150219
-3.519355,173,2183.633015
9.902147,90,2190.590386
-2.995692,155,2201.108015
9.981125,26,2203.710919
9.655234,105,2210.090326
-3.60837,96,2217.386898
-2.878302,144,2227.251248
-3.584846,134,2236.598073
-2.792402,151,2246.856481
9.980459,26,2249.443357
-2.846897,138,2259.043665
-2.793969,146,2268.998593
9.937816,44,2272.566525
9.899064,112,2280.580774
-2.152897,142,2290.403419
-3.080779,141,2300.140815
9.937205,49,2303.999519
9.566911,90,2309.729778
-1.048687,185,2323.15788
-1.395996,112,2331.305046
-1.264826,137,2340.813182
9.993509,12,2341.448406
-1.856257,156,2353.357215
-1.836633,124,2362.145643
-0.968253,136,2371.606481
-3.362326,138,2381.10026
-1.191349,108,2388.971455
9.920347,47,2391.400641
-2.76302,100,2398.909794
9.962704,36,2400.729547
-2.18064,112,2408.858113
-2.259554,170,2421.44245
-2.828743,109,2429.336589
9.807471,73,2434.268294
-1.130348,100,2440.506686
9.793184,71,2445.34931
9.961364,41,2448.72963
-4.913099,185,2462.164942
-4.93162,138,2471.726745
-1.526973,79,2476.961986
-6.420628,119,2485.409414
-3.200747,167,2497.86432
-2.31066,140,2507.574821
-2.757674,128,2516.550236
-2.42906,156,2527.144434
9.993737,14,2529.180332
-3.436865,144,2539.061726
-2.08941,148,2549.121988
-1.836436,80,2554.376326
9.595911,122,2562.961753
-2.971039,113,2571.132303
9.998083,8,2571.538346
-1.654709,84,2578.266414
-2.173743,117,2585.361046
-3.072453,158,2597.32417
-5.76651,186,2610.895375
-0.458539,128,2619.770544
-1.783236,150,2629.944647
-3.334228,186,2643.423896
9.974679,36,2646.45402
-4.056843,121,2653.697019
9.893819,60,2658.045783
9.920459,83,2664.708698
9.896037,74,2669.685317
9.837737,122,2678.35105
-0.811143,167,2689.464631
9.838422,124,2698.244342
-3.165766,149,2709.686393
-2.421338,101,2715.877015
-1.929624,183,2765.208991
9.922793,44,2768.795013
9.972411,24,2769.973177
9.977043,40,2773.322416
-2.747131,169,2784.587831
-2.880773,87,2791.444983
-0.732574,163,2802.328493
-0.869582,132,2811.441304
-5.786244,143,2822.543983
-1.427956,119,2829.753316
-0.682455,143,2840.880711
9.826766,78,2846.008278
-1.466046,136,2855.466322
-1.046802,172,2868.105885
9.938062,46,2870.495094
-4.601606,105,2878.200652
-1.451282,78,2883.395619
9.942681,53,2887.441334
-1.379175,125,2896.260997
-1.77168,156,2908.031218
-2.437048,181,2919.958348
9.99594,11,2921.852702
-1.598047,134,2931.156204
-2.984987,133,2940.413757
9.520027,134,2949.721803
9.899225,44,2951.983305
9.714357,164,2964.237888
-2.917648,159,2976.144232
9.899676,74,2981.150972
-1.066923,189,2994.788077
-1.559046,134,3004.085771
-1.521265,153,3014.44955
-2.209129,132,3023.657584
-1.652919,149,3033.733591
9.947155,36,3036.876132
-1.586817,138,3046.405641
-0.551114,161,3058.481837
-0.8996,128,3067.464927
-1.416433,141,3077.127059
9.8339,107,3084.919924
9.825391,92,3090.715047
-1.885637,104,3098.364202
9.966766,34,3100.0737
9.954843,31,3102.905282
-5.578448,113,3109.74139
9.678254,144,3120.934173
-4.982562,198,3135.154708
9.560515,132,3144.347115
-1.449459,150,3154.560881
-2.48508,169,3167.041676
9.872385,73,3171.947065
-2.024958,102,3179.484613
-4.70317,113,3186.343517
-5.378629,173,3199.04958
9.932876,67,3203.723325
9.876434,96,3211.011577
-1.549236,122,3218.38029
-3.582437,192,3232.189608
9.908472,74,3238.51108
-2.67418,182,3250.569624
-3.44922,121,3259.179332
9.967419,27,3261.82735
9.841171,100,3267.987536
-1.28747,156,3279.833549
9.709555,143,3289.595766
-0.972917,171,3302.300615
-2.19046,118,3310.737574
9.948377,59,3313.72952
-1.163833,101,3321.203542
9.940332,44,3324.776362
-1.443083,178,3337.819359
-1.534952,137,3347.279693
-1.513012,148,3357.338392
9.936694,65,3361.858101
-4.344597,200,3376.141273
9.840873,92,3383.222652
9.993826,13,3383.886091
-2.358178,124,3392.660215
9.95547,49,3395.183523
9.974984,28,3397.759142
9.908081,71,3402.642856
-1.579205,147,3412.747511
9.946209,56,3416.931666
9.923018,66,3421.565904
9.998864,5,3421.807139
9.89575,50,3425.677715
9.994856,10,3426.219126
9.84266,87,3433.075727
-2.480901,136,3442.509241
-4.251772,116,3450.828724
-2.148158,159,3461.564825
-4.284574,116,3493.080076
-0.892715,188,3506.693573
-4.571819,135,3516.119959
-5.402245,137,3525.677252
-1.97241,155,3536.179976
-0.933063,174,3548.940462
-0.911263,106,3556.736311
9.97045,43,3558.955249
9.848796,99,3566.389467
9.918113,61,3570.772823
-1.76711,164,3583.093029
-0.850083,105,3589.497949
9.991098,16,3590.322198
-1.566094,113,3598.467521
-6.739682,129,3607.567746
9.870565,94,3614.780815
9.98807,20,3615.787342
-1.474638,121,3624.355902
-1.6252,123,3633.134667
9.673299,92,3638.918073
9.93606,71,3643.792623
-2.264599,174,3656.63639
-1.712498,93,3663.763974
-1.370901,106,3670.283189
-1.071636,147,3680.390333
-1.17186,148,3691.829201
9.942311,41,3693.929337
9.921316,76,3700.32829
9.938977,45,3702.656334
9.86815,91,3709.729139
-1.173083,129,3718.72899
9.861757,91,3724.522629
9.913285,99,3731.879513
-8.06932,177,3743.647109
9.905106,67,3749.651196
-1.753173,168,3760.903783
9.942813,37,3764.116498
9.934111,47,3766.536894
-2.108952,104,3774.206604
9.98835,22,3775.302605
10.0,1,3775.304924
9.956835,39,3778.602812
10.0,1,3778.604705
9.996573,9,3779.064779
-0.97226,173,3791.834285
-0.991197,119,3800.35547
9.933011,49,3804.197194
-2.284124,138,3813.742206
-0.638075,125,3822.637007
-1.045515,125,3831.483925
-7.177776,117,3838.566396
9.983759,22,3840.938275
9.995874,10,3841.462942
-1.070887,133,3850.803658
9.875124,129,3859.85331
-2.404214,101,3867.342889
-1.710577,132,3876.474437
-1.796243,163,3887.369465
-1.159306,136,3896.816677
-1.996539,171,3909.511313
9.999203,5,3909.72929
9.998352,7,3910.098622
-7.375787,103,3917.657224
9.957901,69,3922.447345
9.989273,23,3923.56807
-0.626242,93,3930.678121
9.890679,104,3937.070513
9.910282,109,3945.00236
9.961757,41,3948.440977
-1.44541,197,3962.521621
9.926147,95,3968.40194
-1.824477,112,3976.501309
9.925709,79,3981.700804
9.981427,21,3984.020285
9.965644,33,3985.67752
9.981923,22,3986.776535
-1.735068,182,4000.048403
-1.3409,123,4008.773976
-8.830355,178,4021.86961
-1.088619,84,4027.36785
9.832651,109,4035.23904
-1.134603,109,4043.105499
9.978531,37,4044.991311
9.942016,78,4050.116017
-3.088411,169,4062.629607
9.957139,38,4065.838833
-0.909645,141,4075.559309
9.991146,16,4076.368399
-0.995887,158,4088.315343
-0.684721,138,4097.769615
9.899154,55,4101.920661
9.830521,77,4107.081953
-1.457103,159,4117.848958
9.890077,76,4124.22094
-0.98263,115,4131.220458
9.964797,31,4134.089265
9.975056,53,4138.175986
-1.675837,111,4144.937416
9.998434,7,4145.301761
-2.211179,195,4160.537118
9.878205,90,4166.225717
-2.51081,105,4173.89724
9.98715,21,4174.955365
-1.399462,158,4185.64613
-1.381136,138,4196.521057
-1.242099,145,4231.820543
9.937195,40,4233.84622
9.977109,32,4236.779812
9.958166,53,4240.829671
9.943284,37,4242.713964
-1.714345,123,4251.433727
9.920401,64,4255.972585
9.947734,41,4259.39813
9.941409,39,4261.419169
9.980743,45,4265.048243
9.800378,107,4272.881473
9.982935,23,4274.023833
9.75785,106,4281.810999
-0.845269,85,4287.272458
-1.367622,125,4296.051742
9.901128,62,4300.55382
9.849411,100,4308.034038
-2.266312,107,4314.561008
9.927358,43,4318.083394
-0.846093,91,4323.805013
9.998338,7,4325.44709
-1.559718,108,4332.062006
9.823256,97,4339.41675
9.97154,40,4341.466134
9.988484,34,4344.494353
9.933446,49,4348.306681
9.957631,31,4349.861921
9.967712,37,4353.043972
9.922023,63,4357.460044
9.994791,11,4358.049862
9.91556,79,4363.255787
9.958162,73,4368.204353
9.967996,27,4370.848795
9.906602,45,4373.189922
9.970683,29,4375.905564
9.895365,112,4384.043305
-2.526281,135,4393.413198
-1.883917,156,4403.930517
9.884352,93,4411.116253
9.989708,26,4412.394356
9.939595,56,4416.594192
9.935852,53,4420.647262
9.932934,45,4422.97524
9.949095,45,4426.57546
9.967755,28,4429.251589
9.951501,61,4433.666256
9.918475,54,4436.471418
9.965613,47,4440.212664
9.98988,18,4441.146842
-1.328694,136,4451.873702
9.984677,27,4453.225467
-1.004722,128,4462.224771
9.73979,76,4467.266174
9.847824,91,4474.29681
9.886037,55,4477.162937
9.930088,57,4481.381644
9.85317,97,4488.696583
9.983999,38,4490.615222
-0.852749,135,4501.280186
9.94208,59,4504.320891
-0.83974,112,4512.471635
9.864445,73,4517.445312
9.934959,43,4520.973212
9.925056,103,4528.583139
9.934093,56,4531.490793
10.0,1,4531.492675
-1.104404,162,4543.644533
9.969004,42,4547.072611
9.736031,119,4555.536062
9.971123,32,4557.142745
9.949686,37,4560.324122
9.880439,56,4563.183624
9.834511,60,4567.583257
10.0,1,4567.585154
9.97404,36,4570.71153
9.925579,87,4576.259357
9.910136,48,4580.043114
9.834296,118,4588.47243
9.960163,41,4591.871315
9.982087,23,4593.005332
9.950542,60,4597.310764
9.971765,34,4599.038488
9.839044,61,4603.443648
9.983352,24,4605.911664
9.997729,9,4606.393848
-2.5919,104,4614.036481
9.98299,22,4615.13349
9.980044,24,4616.300253
9.939257,48,4620.058443
-1.307909,121,4628.611876
9.908549,53,4632.710995
9.895629,62,4637.18327
-1.413362,103,4643.4959
9.985465,27,4646.132062
9.860823,134,4655.437247
9.838803,91,4661.20628
9.927429,41,4664.62127
9.912135,57,4668.867671
9.772301,122,4677.492411
9.978313,25,4678.742746
9.981104,25,4679.981538
9.960131,55,4684.11222
9.952427,40,4687.425646
-0.90211,107,4695.235974
9.988423,16,4696.04734
-0.560828,119,4704.447447
9.97634,23,4705.608582
-2.159436,195,4719.594301
9.928388,56,4723.787352
9.982663,26,4725.064321
9.957131,32,4727.996017
9.944542,43,4731.53704
-1.069696,96,4737.545642
10.0,1,4737.54775
9.981976,40,4740.890273
9.93104,44,4743.165967
9.882528,57,4747.454429
-0.778304,143,4758.54318
9.900047,64,4763.073434
9.997525,10,4763.572426
9.916378,65,4768.168028
9.955405,38,4770.106623
9.946078,51,4774.035825
9.988156,16,4774.86878
9.965555,34,4777.793537
9.958617,49,4781.627271
9.971845,32,4783.251296
9.986014,20,4784.260413
9.79243,79,4790.807697
9.948666,36,4792.656661
9.988258,19,4794.896401
9.986602,21,4795.957047
9.882877,66,4800.567956
9.948825,39,4803.890739
9.980491,22,4804.993451
9.980402,24,4806.181715
9.888049,55,4810.310036
9.864603,61,4814.70228
9.986749,17,4815.562743
9.912263,91,4822.578341
9.924927,64,4827.118055
9.852379,92,4832.894324
9.945645,65,4837.531319
10.0,1,4837.533209
9.992404,21,4839.89372
9.886641,68,4844.649355
9.997806,8,4845.06322
9.996837,11,4845.613326
10.0,1,4845.615235
9.969429,45,4849.202653
9.957095,37,4851.098392
9.924616,68,4855.824273
9.96201,35,4858.885187
9.982279,28,4860.262269
9.957773,34,4863.239659
9.985644,26,4864.534112
9.998252,7,4864.879985
9.952371,48,4868.536398
9.976671,33,4871.500999
9.968759,26,4872.768576
9.867258,57,4876.99601
9.988534,17,4877.842041
9.99486,12,4878.47586
9.916191,93,4885.626534
9.955142,62,4890.067397
9.980244,25,4891.27689
9.990901,21,4892.335297
-2.673913,137,4903.140729
9.985503,23,4904.285899
9.97378,26,4905.554048
9.991,18,4907.754413
9.909617,62,4912.206249
9.909719,60,4916.576398
9.989939,24,4917.753303
9.957365,41,4921.111946
9.997134,14,4921.856044
9.902854,48,4925.638849
9.866525,98,4939.622152
9.997311,8,4940.057947
9.91413,47,4943.798783
9.933285,56,4947.992371
9.93791,41,4950.110958
-6.631332,206,4966.046272
9.992899,17,4966.901745
9.950865,66,4971.56181
9.945275,92,4977.315015
9.913679,55,4981.461957
9.965945,31,4984.317933
9.99893,5,4984.565499
9.938736,49,4988.444339
9.965794,43,4990.663754
9.949969,43,4994.180024
-4.098684,128,5003.189812
9.935391,42,5006.597767
9.971687,32,5008.20291
9.994999,11,5008.762539
9.968859,28,5011.456444
-1.455585,114,5018.40549
9.958158,33,5021.363024
9.955855,52,5025.379182
9.85716,56,5029.578183
9.913785,48,5032.073808
9.993525,19,5034.309111
9.968886,31,5035.870931
9.994969,12,5036.479185
9.887209,82,5043.103521
9.842806,73,5047.984449
9.886701,49,5051.808486
9.940392,41,5053.901593
9.985868,24,5056.375017
-1.1653,111,5063.124665
9.942325,48,5066.909819
9.910824,55,5071.067316
9.987877,21,5072.100012
-0.752023,79,5077.34816
9.937461,66,5083.27591
9.983324,25,5084.47517
9.950076,45,5088.082579
9.998443,6,5088.408819
-0.802968,109,5095.053529
-0.633653,93,5102.199874
9.985402,17,5103.059453
9.993185,13,5103.763922
9.993928,17,5105.913397
9.992772,12,5106.560542
9.966707,35,5108.352686
9.967542,50,5112.236178
9.990321,17,5113.101365
9.986679,17,5115.272377
9.975547,29,5116.717717
9.893886,52,5120.727701
9.964338,28,5122.109472
9.989589,17,5124.282139
9.954557,34,5125.97931
9.97859,25,5128.512013
9.977536,29,5129.935791
9.983403,24,5131.124659
9.997906,7,5131.489767
9.956524,53,5135.576541
9.978137,30,5138.363474
9.975141,39,5140.343804
9.952084,39,5143.648991
9.93504,45,5147.27904
9.990341,14,5148.031958
9.956771,57,5152.267889
9.796756,128,5161.207025
9.961071,34,5162.939148
9.99241,17,5165.084707
9.870701,52,5167.81868
9.915137,71,5173.992368
9.963883,29,5175.405123
9.944439,40,5178.706428
9.940429,47,5181.124202
9.982226,25,5183.641504
-1.498319,105,5190.046558
9.915848,52,5194.065759
9.997178,7,5194.426752
9.910285,55,5198.476764
9.950684,40,5201.854399
9.971239,33,5203.496194
9.88041,86,5210.319779
9.96426,34,5212.012553
9.933282,46,5215.689175
9.987612,36,5217.51572
9.966556,35,5220.581119
9.922694,49,5224.435642
9.952755,35,5226.238687
9.995033,11,5226.803954
9.929639,47,5230.518484
9.992639,16,5231.342719
9.993935,12,5233.275921
9.948017,42,5235.432241
9.944552,41,5238.846203
9.927562,57,5243.065922
9.939555,110,5251.03976
9.990422,18,5251.965244
9.912023,89,5257.67959
9.982679,24,5260.18026
9.995709,19,5261.118987
9.910645,73,5266.042839
9.982577,22,5267.137885
9.851084,65,5271.676682
9.949105,48,5275.442598
9.998129,7,5275.79403
9.994106,13,5276.49194
9.97156,26,5279.052272
9.966276,27,5280.3689
9.995165,11,5280.970209
9.956786,33,5283.951802
9.994479,16,5284.763368
9.96006,32,5287.610936
9.998458,6,5287.885468
9.991341,17,5288.738038
9.95953,60,5293.092166
9.992289,17,5293.94307
9.947551,76,5299.053935
9.950614,43,5302.551479
9.989849,16,5303.378847
9.977601,26,5305.945387
9.972805,25,5307.165572
9.978217,21,5309.512943
9.970491,28,5310.921664
9.94617,40,5314.289819
9.979629,44,5316.592582
9.929178,58,5320.87997
9.986671,26,5323.468067
9.999656,3,5323.607273
9.93618,46,5325.9857
9.999835,2,5326.066451
9.988837,20,5328.379933
9.91297,64,5332.916672
9.892602,53,5336.949789
9.898437,62,5340.112761
9.991892,20,5342.384274
9.959558,34,5344.097015
9.957131,80,5350.725647
9.893596,59,5353.706068
9.954051,47,5357.438963
9.849577,55,5361.532337
9.971364,26,5362.790884
9.9735,29,5365.543098
9.904352,59,5369.854148
9.981585,35,5371.607799
9.866179,94,5378.819303
9.984323,37,5380.715683
9.980585,26,5383.280316
9.990502,22,5384.378675
9.944314,46,5388.042951
-0.492403,111,5396.092936
9.988535,33,5397.723282
9.943595,38,5400.941319
9.949144,37,5402.840375
9.996307,16,5404.946747
9.929694,50,5407.56394
9.978617,21,5409.897497
9.988611,31,5411.437999
9.945899,44,5415.01229
9.899746,62,5419.485193
9.935793,77,5424.645744
9.972002,31,5427.452561
-0.90431,140,5437.064139
9.883632,67,5441.729758
9.988686,19,5442.710969
9.998635,5,5442.939802
9.965216,35,5446.013227
9.976078,38,5447.957683
9.850061,90,5454.934926
9.984877,21,5455.977066
9.991674,23,5457.105807
9.933816,55,5461.239471
9.9943,17,5463.444993
9.984928,20,5464.472671
9.926487,47,5468.223542
9.97947,23,5469.353958
9.975449,35,5471.139326
9.994534,13,5473.13447
9.967307,33,5474.793591
9.885304,50,5478.690165
9.97935,51,5482.635768
9.930465,52,5486.624496
9.927357,46,5489.020873
9.942617,39,5492.294917
9.980013,30,5493.820155
9.925223,55,5498.015035
9.888486,49,5501.829004
9.95486,41,5505.262581
9.895018,80,5510.524539
9.994896,12,5511.157021
9.993105,12,5511.802838
9.997285,7,5512.153402
9.866665,66,5516.787776
9.880632,52,5520.806
9.973419,25,5523.343961
9.865261,59,5527.606861
9.992612,16,5528.433662
9.993326,13,5529.140512
9.995634,12,5529.78121
9.992416,15,5530.623394
9.99016,19,5532.77305
9.948346,45,5535.213366
9.994902,10,5536.9491
9.995098,11,5537.493304
9.965623,35,5539.24562
9.994326,14,5539.989675
9.990292,24,5542.41716
9.930266,46,5546.080133
9.977245,22,5547.180831
9.956431,36,5548.997434
9.923226,51,5552.948893
9.985157,22,5555.336937
9.983222,23,5556.504452
9.995564,11,5557.093307
9.928884,41,5560.514028
9.999129,4,5560.706918
9.974034,27,5562.055198
9.965743,32,5564.949655
9.900327,81,5570.23886
9.992739,15,5571.011275
9.903269,48,5574.785827
9.948744,61,5579.215032
9.944429,48,5582.992028
9.933727,42,5585.13454
9.950856,37,5588.246617
9.962558,31,5589.783642
9.923103,63,5594.27323
9.950623,41,5597.633394
9.8917,62,5602.094134
9.975727,30,5604.865872
9.947333,35,5606.639878
9.988493,20,5607.641389
9.96985,46,5611.284567
9.980579,20,5612.271542
9.915871,46,5615.93208
9.954077,36,5619.084404
9.985105,18,5620.021988
9.900125,50,5623.903064
9.991254,25,5625.124945
9.986248,21,5626.178318
9.981711,32,5629.099459
9.971357,31,5630.636626
9.999836,2,5630.717314
9.980601,28,5633.373934
9.981262,21,5634.400636
9.991309,19,5636.640646
9.91726,49,5639.179342
9.981948,21,5641.504953
9.991869,16,5642.315966
9.987927,16,5643.141996
9.97442,46,5657.685918
9.955828,42,5661.113179
9.913848,72,5666.009987
9.998224,9,5666.451405
9.912719,56,5670.672466
9.935565,48,5673.191342
9.936018,37,5676.373129
9.986209,35,5679.409923
9.853169,74,5684.369457
9.962601,35,5686.167886
9.957065,38,5689.384881
9.991787,16,5690.209119
9.995297,11,5690.788095
-0.6919,98,5698.160498
9.996538,11,5698.747857
9.859261,61,5703.091803
9.957379,37,5704.969485
9.900763,50,5708.873109
9.959465,39,5712.18135
9.956373,38,5714.087903
9.948421,52,5718.085968
9.981771,25,5720.589501
9.961889,34,5722.292616
9.981335,21,5724.651809
9.982956,27,5726.003356
9.95522,32,5727.631097
9.897561,64,5732.199769
9.942759,70,5738.30631
9.976748,26,5739.559159
9.982532,23,5740.693994
9.983164,28,5743.375745
9.983149,32,5744.94931
9.99622,11,5745.526832
9.899008,59,5749.830177
9.963858,33,5752.791693
9.996281,9,5753.276127
9.956576,41,5756.670862
9.99657,14,5757.402236
9.966243,29,5758.823012
9.815055,76,5765.189443
9.909865,46,5767.607842
9.958139,31,5770.470718
9.98122,21,5771.53851
9.983011,45,5775.113755
9.957705,54,5779.187923
9.923865,56,5782.102217
9.966367,39,5785.416894
9.973882,31,5788.256196
9.963849,61,5792.626683
9.998736,6,5792.917265
9.925673,45,5795.229444
9.877171,56,5799.328094
9.96111,31,5802.161473
9.966407,32,5803.78211
9.960197,29,5806.52052
9.926436,45,5808.87101
9.982139,24,5811.34017
9.983589,23,5812.469566
9.98739,21,5813.529376
9.936853,39,5816.821946
9.989334,18,5817.729793
9.903236,46,5821.363824
9.96547,31,5822.930092
9.976606,27,5825.583418
9.982008,23,5826.744541
9.931105,43,5830.223346
9.956551,37,5833.411096
9.970996,66,5837.99748
9.986967,20,5839.018886
9.984272,19,5839.99937
9.91773,52,5844.05256
9.978528,23,5845.203476
9.964017,33,5848.155205
9.988528,26,5849.441309
9.954445,38,5852.681746
9.749921,73,5857.610996
9.959188,35,5860.648695
9.89072,61,5863.731091
9.965921,28,5866.416552
9.913871,44,5869.971043
9.915661,51,5872.585406
9.960671,35,5875.626531
9.874893,70,5880.42118
9.973151,29,5881.867155
