#{"t_start": 1618990120.2806196, "env_id": "JSBSim-v3"}
r,l,t
-6.472807,167,546.95552
-6.963291,160,559.235168
-8.681304,133,568.641108
-8.877454,133,578.042293
-2.989384,135,587.590859
8.296487,17,588.469557
-9.991085,133,597.913437
-11.365813,144,607.956737
-5.297036,166,620.550527
-8.390547,131,629.825919
-13.386545,193,643.888945
-7.111586,132,653.219034
9.389314,15,654.000075
-8.092647,161,666.235667
-15.262367,133,675.680791
-5.885618,160,686.616152
-8.69933,128,695.706831
-11.867355,179,708.957072
-6.308241,158,721.049551
-12.02366,180,734.656149
-12.228516,144,744.824763
-13.276255,196,759.095734
-9.047374,192,773.056234
-11.559702,148,783.423282
-6.822195,109,791.621016
-7.424006,162,802.807281
-5.268718,161,815.233416
-6.41512,170,828.003375
-2.407431,198,842.334443
-14.567096,173,854.106658
-6.776145,201,870.215382
-3.085961,171,881.713125
-13.800046,190,895.596846
-4.740781,120,904.237574
-6.928094,119,912.813661
-8.792444,184,926.369339
-16.104633,193,940.38063
-10.086426,175,953.483494
-5.554416,196,967.773194
-6.291845,116,974.955607
-5.7655,175,987.993165
8.093465,71,992.918516
8.177117,1,992.920638
-5.212581,198,1007.295794
-5.211413,134,1016.774558
-10.977307,195,1030.985635
-5.63314,107,1038.884195
-13.954897,185,1052.527174
-4.262541,124,1061.400365
-5.386818,110,1069.484068
-9.195309,185,1083.051331
-6.833733,128,1092.222147
-6.975391,181,1104.367626
-9.783925,181,1117.7795
-12.401673,140,1127.588964
-6.903115,162,1139.915799
-11.966665,157,1150.690319
-2.848113,128,1159.836522
-4.999238,148,1171.415037
-10.138578,170,1182.818806
9.595426,17,1184.989169
-11.466738,132,1194.392954
-9.319315,153,1204.9301
-8.263767,131,1214.246753
-12.390559,166,1226.81547
-7.884731,144,1236.749026
-8.30262,122,1245.500885
-4.160794,167,1258.057404
-5.309058,163,1297.899648
-10.500517,155,1308.63856
-5.552358,108,1316.676227
5.395926,16,1317.521601
-2.62821,131,1326.789086
-10.334511,132,1337.494133
-13.80885,188,1350.011883
-7.952278,141,1361.190485
-16.376211,183,1374.763695
-6.586159,151,1385.211939
-6.596939,167,1397.791053
-4.314825,87,1403.455785
-7.488347,118,1411.954396
5.217855,86,1417.559209
-5.368888,114,1425.947689
-6.108574,118,1434.529285
-19.226712,174,1446.21038
-14.418974,159,1458.214985
-4.539574,136,1467.802906
-10.193958,136,1477.362024
6.780641,47,1481.127405
-8.479641,169,1493.827802
-4.042677,106,1500.344444
-13.336286,173,1513.352831
-3.450448,156,1524.039833
-8.266118,141,1535.201909
-11.174547,176,1547.060204
-6.009183,169,1559.822325
-9.642348,107,1567.767879
-3.397688,130,1577.008284
-2.003327,103,1583.393546
-8.597431,96,1590.816553
-6.078533,147,1600.924533
5.465782,70,1605.824648
-4.805997,124,1614.728512
-9.230969,153,1625.251754
-7.773092,148,1636.876097
8.388052,28,1638.279696
-7.615645,84,1643.802264
-5.81311,202,1659.662776
-3.543415,170,1671.147567
9.615862,26,1673.755445
-6.071143,100,1679.970331
-8.088446,149,1691.633143
-12.606655,147,1701.830409
-8.832704,166,1713.022491
-5.747883,114,1721.270715
-10.812835,138,1730.951707
-5.233783,132,1740.251814
-5.608976,108,1748.20966
-11.800886,120,1756.951338
-4.268668,160,1769.206582
-4.353288,127,1778.240231
-2.561717,111,1785.105872
-6.026034,152,1796.817452
-6.185508,156,1807.525461
-4.228262,148,1817.775857
-5.316964,120,1826.411608
-5.998948,164,1838.926563
-11.368463,148,1849.20381
-10.362178,162,1861.556576
-7.72351,174,1873.21074
-6.161315,115,1881.593698
-4.895275,142,1891.475693
-7.667414,159,1903.699524
-3.456435,181,1917.138921
-6.678789,145,1927.207779
7.35146,58,1931.582051
-3.528397,105,1939.354577
-7.593137,156,1950.032982
5.296064,132,1959.393468
-8.933875,124,1968.259557
-7.866237,146,1978.421361
-4.553181,197,1992.695389
-10.06248,124,2001.550219
-1.567558,152,2048.552207
-3.957457,190,2062.497462
-6.301692,163,2073.644049
-6.589807,130,2082.938148
-2.366202,126,2091.916304
-3.786334,111,2100.080426
6.801857,3,2100.218665
5.96652,36,2103.359776
-5.409212,145,2113.538247
-7.906782,150,2123.929142
-4.915866,99,2131.44445
5.820269,24,2132.659117
-6.208199,160,2144.834567
-2.700587,132,2154.150642
-3.613174,161,2165.141106
-1.954691,113,2173.460051
-4.137206,162,2184.470034
-3.361832,193,2198.571707
-4.31357,118,2207.100344
9.343988,36,2210.278039
5.121909,5,2210.520741
-3.62255,138,2220.263976
-5.436741,144,2230.30056
-7.3462,163,2242.677941
5.799638,38,2244.622071
-3.834237,118,2253.20399
-4.218901,146,2264.518472
-6.960083,184,2276.834519
-2.551328,115,2285.250885
-9.6718,168,2297.975524
-12.299901,172,2310.86738
-8.145818,141,2320.581664
-10.922743,147,2330.760628
-5.436356,159,2342.918724
-5.800813,159,2353.787799
-11.717475,204,2368.503378
9.572616,106,2376.412354
-13.047179,117,2384.774471
-5.645124,140,2394.607116
6.955484,31,2396.191041
-4.104018,167,2408.815193
-8.287915,128,2417.946221
-8.417988,160,2428.879347
-4.713084,129,2439.282982
-6.424069,111,2446.120453
-2.603688,133,2455.522659
-5.366329,167,2468.20379
-5.09007,100,2474.523661
-5.078818,136,2485.429041
-1.640913,120,2492.728396
7.102583,23,2495.177567
-5.778561,125,2504.141777
-6.059879,190,2518.064637
-3.181763,119,2526.683236
-4.49469,162,2537.767373
-6.210098,99,2545.27297
7.822483,51,2549.276178
-3.054669,93,2555.232759
-6.468325,123,2564.105816
-5.636779,132,2573.477834
-7.636765,168,2586.135636
5.000789,142,2596.061866
-4.876602,144,2606.147672
-3.904496,109,2614.24061
-5.096489,128,2623.409984
-4.74373,169,2634.876631
-6.226546,124,2643.717286
-7.732218,167,2656.364324
8.052108,12,2656.995864
-13.503916,189,2670.884254
-2.817193,184,2684.472863
-8.622038,168,2697.083964
-14.464127,178,2709.084923
-8.522972,182,2722.564195
-9.241802,153,2734.407928
-9.280013,183,2746.608307
-9.911724,150,2758.2681
-6.86128,195,2810.045554
-8.569915,193,2824.102445
-2.69543,171,2836.967604
-6.348787,166,2848.200552
-4.852811,110,2856.299189
-7.982183,160,2867.089508
-3.479413,135,2876.570781
9.305845,1,2876.572895
-2.88697,127,2885.705387
8.615527,105,2893.563898
-2.973162,145,2903.663114
-6.161441,126,2912.716947
-6.776075,164,2925.132235
-1.744571,101,2931.435897
-6.765745,179,2944.779536
-4.342554,110,2952.947501
-3.423947,114,2961.210355
-10.792569,119,2969.814929
6.484616,101,2976.152306
6.705165,17,2977.044328
-4.035649,136,2987.978288
-6.625333,158,2998.795883
-11.594046,160,3011.02054
-5.875556,122,3018.472554
-7.354346,150,3030.150059
-15.065664,192,3044.183376
-3.578857,117,3052.677311
-6.078717,150,3063.021514
-8.20223,107,3070.977759
-2.856542,165,3082.160631
8.836169,5,3082.419256
-2.327447,150,3094.037657
6.757853,13,3094.756588
-8.256061,114,3103.120978
8.956621,43,3105.349023
-3.197113,107,3113.258858
-4.948204,111,3121.42834
-4.712718,162,3132.428348
-9.272629,130,3141.646045
-5.402808,162,3154.012716
-5.981371,155,3164.69889
-2.587349,114,3173.038748
-5.317866,143,3183.02334
5.49167,19,3185.306182
-1.883186,101,3191.523945
-4.360985,104,3199.264981
-8.800318,201,3213.792109
-7.952657,146,3224.005372
-5.382725,162,3236.398645
7.36,46,3238.8489
-6.251506,165,3251.255744
-8.517763,167,3263.877101
-4.617782,123,3272.653576
-4.288188,149,3283.050117
-6.794536,185,3296.701928
7.527208,35,3298.512488
-5.417377,174,3311.446882
-5.653453,127,3320.515409
7.005299,38,3323.796254
-7.941542,157,3334.585285
-10.357489,210,3349.671152
6.577059,14,3351.701018
-1.667312,141,3361.56452
-1.815226,190,3375.402982
7.382014,49,3377.991415
-1.41189,102,3385.618471
6.097161,14,3386.348589
-3.859377,132,3395.744536
-9.866003,133,3405.226045
7.151072,24,3407.709108
-2.77502,133,3417.060911
-9.371134,135,3426.584903
-2.644106,142,3436.39733
-7.525773,192,3450.487414
-2.947047,120,3459.151497
-6.981963,112,3467.366921
-7.890139,145,3477.456608
9.728318,84,3482.936152
-2.719542,145,3494.271786
-6.45534,122,3503.025155
9.560885,12,3503.658832
-2.506667,118,3512.240446
-5.863126,111,3552.057623
-2.923324,190,3565.968743
-3.388934,111,3574.11248
-5.649573,187,3587.901329
-2.077663,109,3595.93436
8.174031,67,3600.66369
-5.082273,160,3611.579983
-3.606804,106,3619.460272
-4.795564,163,3630.579605
-10.588707,151,3642.27312
-4.433028,120,3650.919908
-11.801018,160,3661.894573
-6.673358,172,3674.848312
-3.298377,149,3685.151622
-4.85606,160,3697.337435
8.657289,53,3701.476732
8.988917,29,3702.950727
6.446094,89,3708.713138
7.614407,126,3717.746439
-5.524516,188,3731.639391
6.822217,44,3735.253079
-8.467079,157,3746.149812
-5.639315,103,3754.180284
6.026481,134,3763.860003
9.346765,139,3773.970899
-3.442944,142,3783.914119
-8.582728,134,3794.675901
-3.302763,120,3802.103366
-4.550859,123,3810.984364
-4.755133,142,3822.352679
-5.259685,138,3832.124056
-5.664663,122,3840.972803
-12.339149,181,3853.121723
-5.403663,193,3868.659568
-1.22444,131,3877.99666
-5.746953,122,3885.563896
-4.231639,173,3898.662337
-6.432172,189,3912.649448
-3.731846,137,3922.420191
-7.238128,126,3931.53335
-5.369654,109,3939.664494
-5.652119,153,3950.308091
5.752459,105,3958.230528
-4.028028,189,3972.242141
-4.234744,193,3986.539052
-4.988781,119,3995.17777
-1.59077,141,4005.093466
-2.960116,170,4017.949983
-5.898749,132,4027.343927
-6.064308,141,4037.355251
-8.61367,113,4045.688935
-4.921724,172,4057.393999
-1.767521,145,4068.84499
-1.292858,111,4075.726712
5.558604,98,4083.210359
6.696009,23,4084.361461
-9.274653,164,4096.926183
-7.487826,107,4103.641789
-3.508712,192,4117.785142
-2.937902,130,4128.43125
-5.299418,191,4142.527128
-4.203303,96,4148.640812
-3.240367,133,4158.166269
9.605193,12,4158.797796
-2.17054,112,4167.098269
-14.118922,209,4182.201488
8.897054,67,4186.968259
9.11201,50,4190.974027
9.299742,32,4193.924223
-3.316919,158,4204.857068
6.11054,25,4206.110023
-8.325895,153,4218.05714
-0.941894,103,4224.543314
-3.263903,186,4238.342318
-8.70542,143,4249.63947
-2.848989,164,4260.888543
8.771493,40,4264.308827
-2.0065,85,4269.91929
-4.940062,137,4304.497444
-3.944127,121,4313.285299
-5.693327,139,4323.089141
-3.278716,151,4334.815947
9.527831,13,4335.51171
-6.128209,180,4348.91346
5.240903,33,4350.652274
-4.061196,106,4358.607623
-6.635747,115,4367.107171
-2.984925,136,4376.755308
8.799959,17,4377.645042
-3.185653,129,4386.865047
-2.813979,165,4399.407258
-10.678997,144,4409.485532
-2.718485,143,4419.497893
-3.952546,154,4431.489601
-3.969049,182,4443.731686
-9.427217,158,4455.837893
-5.642269,183,4469.470766
-3.032881,129,4478.7285
-9.369535,136,4488.402341
-7.155003,184,4502.122522
-2.683768,112,4509.089638
-4.921844,145,4520.527889
-8.521933,160,4531.544046
-2.958719,112,4539.835512
-4.181915,173,4552.869658
-11.67552,192,4567.002399
-4.722508,104,4573.534431
-9.794095,140,4584.745926
-2.776366,113,4591.720567
5.051578,66,4596.417085
-5.963214,135,4606.014187
-2.239965,184,4619.739513
-4.949906,156,4631.82141
-7.258707,143,4641.819835
-2.298112,107,4649.76078
8.293295,29,4651.244053
-3.985608,148,4661.543767
-4.600634,133,4671.010316
-2.458139,100,4678.638561
-2.961542,178,4692.015408
-1.679909,182,4705.505458
-9.651817,166,4716.823328
-3.697798,108,4724.868936
-7.436995,130,4734.195381
-7.662628,181,4747.65363
-2.830682,138,4757.420976
-9.246431,140,4767.312096
-2.821715,170,4780.215191
-8.060213,182,4793.807326
7.34242,33,4795.532928
-8.227949,199,4810.028093
-1.79805,170,4822.931041
9.410317,12,4823.586601
-4.60936,119,4832.253516
8.880584,144,4842.341149
-1.463501,158,4854.477338
-15.739056,153,4865.053866
-8.505491,176,4878.312083
-3.975935,170,4891.220673
-3.688136,120,4898.628493
-8.712666,115,4906.996171
-4.042736,153,4918.851043
-5.926013,94,4924.866196
-3.15843,109,4933.002345
-7.54879,167,4944.374804
-5.18975,140,4955.55557
-8.682167,126,4964.551677
-3.533098,146,4974.767379
-2.788545,130,4984.082983
-9.373882,148,4994.432011
-3.165402,106,5002.388172
-3.498074,160,5013.378395
-2.084891,139,5044.351224
8.161779,37,5047.606735
-3.476132,155,5058.229067
-3.438179,174,5071.33067
-3.549197,149,5083.025748
-2.290663,137,5092.739119
7.679768,114,5099.765856
8.00482,16,5101.910395
-2.322191,161,5112.891856
-7.709944,107,5120.856422
-3.361356,119,5129.549823
9.351065,70,5134.467916
7.218184,19,5135.448495
-3.665911,171,5148.370991
-2.800901,176,5161.60789
-3.791928,177,5173.57798
-5.910567,132,5183.003939
-8.127686,133,5192.500036
-12.211663,164,5205.072814
-4.985408,169,5217.873722
8.141493,62,5222.423117
-4.839688,133,5231.887765
-4.873699,171,5243.50106
-2.641545,151,5255.343536
6.351667,65,5260.024589
-2.149467,148,5270.361509
8.341027,53,5274.495562
-5.717568,176,5287.756903
-3.562933,124,5296.735974
8.458791,68,5301.558128
9.435389,44,5303.887259
8.794155,98,5311.412628
-4.124572,128,5320.632046
-16.536521,204,5335.470508
9.516076,39,5338.835902
-3.459758,187,5352.652785
-2.49342,168,5364.161326
-2.235818,105,5372.082792
6.296889,39,5374.125642
-1.691235,139,5385.130801
-3.327062,118,5392.418649
-1.839693,128,5401.638093
-1.236134,96,5409.040515
-2.005859,133,5418.514725
-1.626776,98,5426.091662
-4.295432,152,5436.634489
5.00358,36,5439.76317
-2.085396,139,5449.59942
9.491037,137,5459.261881
-4.593068,135,5468.817095
-5.665883,157,5479.67441
-4.377937,100,5487.337774
-3.325698,146,5497.472486
-7.971773,191,5511.53985
-4.209418,156,5523.623016
-6.450763,130,5532.943603
7.56779,7,5533.334771
-7.039099,150,5543.721198
-8.273995,140,5553.593467
-3.989846,152,5565.505876
8.921375,80,5570.892148
-13.238002,119,5579.544164
8.996384,31,5581.127061
6.543457,85,5588.09158
-5.847784,170,5599.68306
9.015596,77,5604.938149
-2.168516,100,5612.570268
-4.799212,114,5620.878944
-2.387194,112,5629.128981
7.174262,89,5634.93597
-3.842099,118,5643.528819
8.576445,118,5652.136742
-1.523227,109,5658.921182
-6.457233,181,5672.442401
6.658142,13,5673.173922
-3.081115,120,5681.925023
-2.579176,126,5690.996395
-1.664113,172,5703.968582
-3.186986,170,5716.881754
-2.409641,166,5728.226515
-3.379926,105,5736.059769
7.083742,39,5738.085307
-3.173119,126,5747.122769
6.5195,33,5750.157431
-6.750075,117,5758.727942
7.395392,141,5803.028908
6.942662,1,5803.08111
-1.819497,122,5811.893629
-5.271064,116,5820.38404
-5.37145,109,5827.184457
-4.365994,153,5839.147074
6.545354,110,5846.008888
-2.945421,144,5857.429097
-1.711253,185,5871.160355
-1.680679,102,5877.566119
-4.531631,147,5889.169893
-3.608394,133,5898.647709
-2.308113,136,5908.272272
9.942779,18,5909.196914
-3.16081,155,5919.976989
-4.983861,129,5929.221053
-2.660513,152,5941.053331
-5.834027,166,5952.441662
-5.726045,192,5966.633235
-4.253857,133,5976.096363
5.28378,18,5978.330154
-3.509041,104,5984.880762
6.358638,33,5987.8838
-3.251252,186,6001.693951
-1.901204,111,6009.809216
9.024164,103,6016.272095
-4.571568,190,6030.336063
9.662151,22,6031.450491
-6.543884,157,6043.589803
9.365171,66,6048.321398
-5.399947,158,6059.200074
-2.540153,126,6068.278616
-2.980046,99,6075.808585
-5.047103,135,6085.382309
9.517804,33,6088.407986
5.435801,49,6091.02518
-3.352949,159,6103.259098
7.854816,66,6108.008215
7.863335,7,6108.399726
-2.684847,110,6116.570456
-1.667695,139,6126.40081
-2.543757,125,6135.407984
-6.181265,132,6144.867462
5.541756,59,6149.317355
9.327997,34,6151.106168
-1.916884,121,6159.943369
-5.834674,125,6168.97354
-13.098225,194,6183.190762
-3.289306,161,6195.468376
-5.732958,97,6201.656685
5.641217,14,6202.431019
-8.726297,106,6210.371741
-3.003749,95,6217.795453
-5.587159,160,6228.788965
-3.858805,160,6241.135109
-1.028184,153,6251.73758
-3.814791,176,6264.976394
-4.541162,107,6271.666022
6.894184,50,6275.648875
-2.064872,84,6281.287578
-2.036512,161,6293.669954
-5.202924,130,6302.972334
-4.304431,157,6313.740743
-1.414361,95,6321.131463
-6.217874,112,6329.365941
9.559934,11,6329.992833
-2.486123,138,6339.781794
7.504896,24,6341.01494
-10.960662,195,6355.252074
-6.191841,143,6366.563383
-2.159231,94,6372.558207
-1.681626,135,6382.18884
-4.704537,152,6394.117679
-7.294285,120,6402.855331
-1.406134,120,6410.274762
-1.300112,129,6419.597962
-2.849059,104,6427.453391
-2.796205,110,6435.54702
-2.05995,150,6446.013664
-2.670699,152,6456.594047
6.20326,176,6469.86134
-4.493223,186,6483.650538
-2.046908,153,6495.570513
-6.040762,108,6502.346089
-3.56386,122,6511.197652
9.798271,5,6511.447223
-1.676601,101,6519.129701
9.654782,33,6520.872643
7.911539,61,6552.864785
-6.408918,135,6562.439902
8.795299,54,6566.649412
-2.045837,132,6576.165514
-5.18496,187,6590.101658
-1.596608,98,6597.672391
-1.977649,135,6607.260204
-4.696463,127,6616.301135
-1.567021,117,6624.813053
-4.911301,173,6636.564385
5.990554,114,6644.930791
7.739891,12,6645.565728
-3.520883,139,6655.357833
9.260533,32,6658.323614
-5.225295,156,6669.056964
-1.591242,121,6677.831461
-5.218883,129,6687.114153
-2.239926,137,6696.773687
-5.708238,132,6707.495997
6.164181,47,6709.99163
6.928031,65,6714.675158
-1.519599,85,6721.564904
9.74981,34,6723.331753
-3.86465,100,6730.879924
-4.909618,127,6739.990182
7.471773,63,6744.628606
-4.301594,147,6754.866297
-2.383683,128,6764.047286
-2.639049,161,6775.092812
-3.359084,116,6783.617247
-3.256753,107,6791.519004
-4.993536,113,6799.822555
-4.760934,99,6806.097947
8.837021,9,6806.594646
5.515777,43,6810.201593
-2.217614,112,6818.448088
-1.203036,116,6826.950994
7.227782,96,6833.085401
-4.069691,145,6843.200823
-2.536554,124,6852.173736
6.048862,71,6857.171578
-3.317903,117,6865.715873
-1.602458,106,6873.688082
5.428826,8,6874.134592
-9.168619,173,6887.242267
-5.312782,111,6895.510501
7.512626,40,6897.622638
7.765433,5,6897.860784
-3.510312,158,6910.05587
-1.762732,119,6918.701972
8.402273,18,6919.635295
-4.542194,128,6928.796153
-3.22213,142,6938.831925
-3.692365,102,6946.601992
9.363481,61,6951.14012
9.136485,55,6954.046477
-2.97684,133,6964.868254
6.680616,36,6966.709208
8.509921,46,6970.47878
-7.810159,139,6980.2985
-2.669264,110,6988.500566
6.098292,41,6990.677435
-5.317385,141,7001.966373
-10.307877,164,7013.253794
5.014837,46,7017.006922
-2.125131,177,7030.143288
-14.518482,200,7044.771265
8.158037,47,7047.265517
6.103832,29,7050.080913
-6.253524,110,7058.242897
-3.418899,181,7070.466535
-3.059861,130,7079.771318
-2.246299,92,7087.021886
-1.653417,102,7094.678556
-1.911417,162,7105.833951
-2.337486,97,7113.321066
-3.949676,180,7125.449794
-5.145978,175,7138.647745
8.889313,101,7146.285712
6.279021,20,7147.311442
5.861175,35,7150.37481
-2.380904,105,7156.952565
9.126421,1,7156.956129
-2.75162,156,7169.011972
-5.191541,114,7176.072576
5.935267,37,7179.303944
-2.970986,99,7186.859895
-5.405228,145,7197.031898
9.404239,27,7198.408541
6.18572,6,7198.725266
-1.650227,127,7207.827437
8.901525,138,7217.48682
-2.249208,195,7233.135345
-8.433352,130,7242.427756
-4.00864,185,7254.874743
-5.79753,125,7263.950897
-3.75714,153,7309.043364
-1.531742,180,7322.521547
-3.96344,133,7331.956467
8.234456,1,7331.988868
-4.514118,139,7341.835354
-2.204125,149,7352.284766
-7.351636,192,7366.47238
-7.157474,132,7375.904496
-1.781144,126,7384.984355
-5.987616,139,7394.85681
-1.128859,124,7403.773172
7.427447,55,7408.027378
9.202574,28,7410.758489
-2.764986,121,7419.531571
9.732443,76,7424.765782
-8.586295,121,7433.529059
-4.743262,172,7445.235915
8.093632,58,7449.6271
-2.509061,174,7462.730913
6.977087,47,7466.51754
-2.209782,182,7478.73892
-3.01818,136,7489.62605
-2.137942,124,7498.564029
9.221008,122,7506.104424
-4.432809,133,7516.894724
9.108073,6,7517.227415
9.33109,122,7526.096028
-7.906845,175,7537.912871
-4.520256,126,7546.918791
-4.113911,156,7559.029572
-10.309898,91,7564.950596
-2.32881,118,7573.593471
-7.816245,167,7586.316802
-9.479695,169,7597.851246
8.581429,114,7606.177104
-4.466882,180,7619.58346
-16.299332,171,7631.149413
-3.051526,158,7643.342367
-6.09238,108,7651.373822
-2.218326,153,7661.926238
-6.562949,167,7674.674435
9.862887,50,7677.366339
5.989721,86,7684.365164
8.577705,70,7689.288951
9.695372,93,7695.300346
8.618962,36,7698.500061
6.732609,17,7699.410543
4.881751,63,7703.988923
-4.158581,139,7713.803145
-1.631517,98,7721.267579
-2.721193,162,7732.206763
6.601705,86,7739.158927
9.553461,90,7745.000991
-2.984545,90,7750.886803
-3.729792,168,7763.629528
-13.780248,204,7778.445837
-4.039626,130,7787.745114
6.169868,65,7792.427495
-6.377292,144,7803.806413
8.767111,113,7810.792912
-3.695878,124,7819.717356
-13.147718,158,7831.886766
7.367578,52,7835.994385
6.593178,22,7837.129447
-3.315049,149,7847.512679
-4.259449,128,7856.700729
-1.986761,171,7869.617402
-1.858616,134,7879.169705
-3.994205,101,7886.828131
-1.537204,96,7892.909158
-2.981639,162,7905.315266
-2.892706,121,7914.081354
-10.734789,192,7928.284072
5.189786,7,7928.665336
5.140768,50,7931.347668
-4.000161,147,7942.911095
6.564469,41,7945.075741
-4.822028,140,7956.162783
5.525395,30,7957.666156
9.217024,36,7960.81083
-1.721619,103,7967.302486
9.215078,47,7971.104531
5.794029,13,7971.804413
-2.677396,166,7984.440485
-2.232817,97,7990.617523
5.827299,79,7995.95952
6.044353,42,7999.437607
-1.673002,94,8006.829059
9.204863,14,8007.590236
8.060068,57,8011.90781
-0.965889,114,8018.97918
-2.486941,193,8048.017871
9.265825,50,8052.021301
6.483748,7,8052.38578
6.495594,22,8054.787271
5.030631,43,8057.040884
-9.005652,136,8068.008366
-6.758966,137,8077.67162
-2.062521,152,8088.245082
7.915108,29,8089.719958
-7.514545,115,8098.178919
5.85339,28,8100.925203
8.060545,31,8102.53675
7.811414,119,8111.290544
8.343743,120,8120.009909
7.470799,68,8124.826853
9.359924,85,8130.487
5.672872,17,8132.693561
-3.937567,165,8144.049222
-8.854799,139,8153.89143
-6.016643,160,8166.207681
-6.103634,119,8174.875023
-9.476967,191,8188.966626
-6.074725,132,8198.34456
-1.233373,106,8205.00159
-13.783348,186,8218.804107
5.594569,100,8226.404631
-7.021565,149,8236.741916
-3.330354,122,8245.540069
9.737371,45,8249.207315
7.927242,7,8249.578653
7.33447,1,8249.580827
5.107134,88,8255.325449
-2.509909,149,8267.046555
-2.675458,173,8278.816833
9.709618,46,8282.590241
7.792474,29,8285.345046
5.30827,19,8286.342844
-6.905518,107,8292.944039
6.90515,34,8296.028214
-1.163134,104,8303.85215
-1.409035,140,8313.729129
7.9228,4,8313.921838
-9.501155,191,8328.021106
-7.361282,153,8338.610221
-4.246339,96,8346.008407
8.092803,49,8349.856263
6.59707,55,8352.769296
-3.166422,105,8360.613341
-2.888539,142,8370.639089
8.600729,35,8373.735157
-6.544055,140,8383.569511
-9.52914,138,8393.25111
-3.912514,109,8401.336554
-2.194046,108,8409.353288
6.173297,128,8418.571256
-2.518179,110,8425.413851
6.796477,50,8429.406225
6.279441,39,8432.776473
5.732423,32,8434.441399
5.542095,32,8437.426183
-3.113055,135,8447.081072
-3.769187,164,8458.287141
9.146337,27,8460.963007
7.225935,107,8467.602426
-2.54693,150,8479.335784
8.567989,86,8485.002522
-1.694728,127,8494.128011
5.824856,21,8495.20418
9.83993,35,8498.299443
6.269668,48,8502.15543
-5.78288,133,8511.586505
6.51099,70,8516.485425
9.814132,48,8520.344208
6.107337,46,8522.757751
7.491945,97,8530.242642
7.476772,61,8534.748287
-4.037366,179,8548.165601
8.489356,4,8548.342868
6.311956,36,8550.220712
-6.730338,167,8562.911465
8.184808,62,8567.464216
6.302793,26,8568.787868
8.406653,32,8571.727761
5.047551,46,8574.195095
7.231473,21,8576.547288
7.927274,9,8577.042753
8.408647,41,8580.477201
-3.892139,120,8587.889493
-3.374971,138,8598.933719
5.394492,11,8599.50598
-1.259965,156,8610.324232
6.765595,57,8614.62149
8.5797,66,8619.32528
-4.925712,104,8627.180083
-2.794357,180,8640.640013
-1.583386,133,8650.098345
6.996838,2,8650.202881
7.633712,9,8650.668096
